Timestep,Average Total Reward,Average Suboptimal Arms,Average Regret,Average Zeros Count,Average Ones Count
2,1.8,1.0,0.010000000000000007,0.2,1.8
3,2.75,1.93,0.010000000000000007,0.25,2.75
100,90.17,51.36,0.259,9.83,90.17
200,180.2,100.19,0.5030000000000002,19.8,180.2
2000,1795.99,900.05,4.497799999999999,204.01,1795.99
10000,8984.77,3962.53,19.81310000000001,1015.23,8984.77
20000,17963.55,6874.51,34.37310000000001,2036.45,17963.55
40000,35948.88,10946.39,54.7325,4051.12,35948.88
60000,53928.12,15319.36,76.59640000000002,6071.88,53928.12
80000,71889.88,18352.07,91.75959999999999,8110.12,71889.88
100000,89897.9,19764.33,98.82150000000003,10102.1,89897.9
