Timestep,Iteration,Total Reward,Suboptimal Arms Count,Total Regret,Zeros Count,Ones Count
2,1,2,0,0,0,2
3,1,2,0,0,1,2
100,1,93,0,0,7,93
200,1,178,0,0,22,178
2000,1,1827,0,0,173,1827
10000,1,8990,0,0,1010,8990
20000,1,17954,0,0,2046,17954
40000,1,36096,0,0,3904,36096
60000,1,54004,0,0,5996,54004
80000,1,72129,0,0,7871,72129
100000,1,90033,0,0,9967,90033
2,2,2,0,0,0,2
3,2,3,0,0,0,3
100,2,94,0,0,6,94
200,2,178,0,0,22,178
2000,2,1791,0,0,209,1791
10000,2,8998,0,0,1002,8998
20000,2,18092,0,0,1908,18092
40000,2,36054,0,0,3946,36054
60000,2,53924,0,0,6076,53924
80000,2,71958,0,0,8042,71958
100000,2,90166,0,0,9834,90166
2,3,2,0,0,0,2
3,3,2,0,0,1,2
100,3,87,0,0,13,87
200,3,182,0,0,18,182
2000,3,1797,0,0,203,1797
10000,3,8976,0,0,1024,8976
20000,3,18013,0,0,1987,18013
40000,3,35933,0,0,4067,35933
60000,3,53926,0,0,6074,53926
80000,3,71899,0,0,8101,71899
100000,3,89928,0,0,10072,89928
2,4,2,0,0,0,2
3,4,3,0,0,0,3
100,4,88,0,0,12,88
200,4,186,0,0,14,186
2000,4,1801,0,0,199,1801
10000,4,9044,0,0,956,9044
20000,4,17988,0,0,2012,17988
40000,4,36017,0,0,3983,36017
60000,4,54001,0,0,5999,54001
80000,4,71939,0,0,8061,71939
100000,4,90380,0,0,9620,90380
2,5,2,0,0,0,2
3,5,3,0,0,0,3
100,5,87,0,0,13,87
200,5,178,0,0,22,178
2000,5,1806,0,0,194,1806
10000,5,9004,0,0,996,9004
20000,5,17987,0,0,2013,17987
40000,5,36014,0,0,3986,36014
60000,5,54020,0,0,5980,54020
80000,5,71877,0,0,8123,71877
100000,5,90094,0,0,9906,90094
2,6,1,0,0,1,1
3,6,3,0,0,0,3
100,6,89,0,0,11,89
200,6,180,0,0,20,180
2000,6,1793,0,0,207,1793
10000,6,8986,0,0,1014,8986
20000,6,18003,0,0,1997,18003
40000,6,36064,0,0,3936,36064
60000,6,53830,0,0,6170,53830
80000,6,71921,0,0,8079,71921
100000,6,89928,0,0,10072,89928
2,7,2,0,0,0,2
3,7,2,0,0,1,2
100,7,91,0,0,9,91
200,7,177,0,0,23,177
2000,7,1774,0,0,226,1774
10000,7,9005,0,0,995,9005
20000,7,17995,0,0,2005,17995
40000,7,36065,0,0,3935,36065
60000,7,54071,0,0,5929,54071
80000,7,72061,0,0,7939,72061
100000,7,89818,0,0,10182,89818
2,8,2,0,0,0,2
3,8,3,0,0,0,3
100,8,92,0,0,8,92
200,8,179,0,0,21,179
2000,8,1804,0,0,196,1804
10000,8,9003,0,0,997,9003
20000,8,17991,0,0,2009,17991
40000,8,36074,0,0,3926,36074
60000,8,54010,0,0,5990,54010
80000,8,71996,0,0,8004,71996
100000,8,89948,0,0,10052,89948
2,9,2,0,0,0,2
3,9,3,0,0,0,3
100,9,93,0,0,7,93
200,9,191,0,0,9,191
2000,9,1792,0,0,208,1792
10000,9,8939,0,0,1061,8939
20000,9,17982,0,0,2018,17982
40000,9,36048,0,0,3952,36048
60000,9,53940,0,0,6060,53940
80000,9,71936,0,0,8064,71936
100000,9,90206,0,0,9794,90206
2,10,1,0,0,1,1
3,10,3,0,0,0,3
100,10,86,0,0,14,86
200,10,186,0,0,14,186
2000,10,1797,0,0,203,1797
10000,10,9010,0,0,990,9010
20000,10,17909,0,0,2091,17909
40000,10,36023,0,0,3977,36023
60000,10,54044,0,0,5956,54044
80000,10,72016,0,0,7984,72016
100000,10,90016,0,0,9984,90016
2,11,1,0,0,1,1
3,11,3,0,0,0,3
100,11,90,0,0,10,90
200,11,178,0,0,22,178
2000,11,1789,0,0,211,1789
10000,11,9020,0,0,980,9020
20000,11,17969,0,0,2031,17969
40000,11,36032,0,0,3968,36032
60000,11,53974,0,0,6026,53974
80000,11,72025,0,0,7975,72025
100000,11,89955,0,0,10045,89955
2,12,2,0,0,0,2
3,12,3,0,0,0,3
100,12,91,0,0,9,91
200,12,182,0,0,18,182
2000,12,1813,0,0,187,1813
10000,12,8933,0,0,1067,8933
20000,12,17929,0,0,2071,17929
40000,12,35906,0,0,4094,35906
60000,12,54025,0,0,5975,54025
80000,12,71949,0,0,8051,71949
100000,12,89946,0,0,10054,89946
2,13,2,0,0,0,2
3,13,3,0,0,0,3
100,13,93,0,0,7,93
200,13,182,0,0,18,182
2000,13,1807,0,0,193,1807
10000,13,8994,0,0,1006,8994
20000,13,17933,0,0,2067,17933
40000,13,35918,0,0,4082,35918
60000,13,53960,0,0,6040,53960
80000,13,72033,0,0,7967,72033
100000,13,89835,0,0,10165,89835
2,14,2,0,0,0,2
3,14,3,0,0,0,3
100,14,88,0,0,12,88
200,14,176,0,0,24,176
2000,14,1778,0,0,222,1778
10000,14,8990,0,0,1010,8990
20000,14,18038,0,0,1962,18038
40000,14,35943,0,0,4057,35943
60000,14,53928,0,0,6072,53928
80000,14,71987,0,0,8013,71987
100000,14,89844,0,0,10156,89844
2,15,0,0,0,2,0
3,15,2,0,0,1,2
100,15,95,0,0,5,95
200,15,178,0,0,22,178
2000,15,1789,0,0,211,1789
10000,15,8962,0,0,1038,8962
20000,15,17998,0,0,2002,17998
40000,15,36085,0,0,3915,36085
60000,15,54160,0,0,5840,54160
80000,15,71932,0,0,8068,71932
100000,15,90132,0,0,9868,90132
2,16,1,0,0,1,1
3,16,1,0,0,2,1
100,16,89,0,0,11,89
200,16,180,0,0,20,180
2000,16,1798,0,0,202,1798
10000,16,8973,0,0,1027,8973
20000,16,18038,0,0,1962,18038
40000,16,35873,0,0,4127,35873
60000,16,53923,0,0,6077,53923
80000,16,71913,0,0,8087,71913
100000,16,90037,0,0,9963,90037
2,17,2,0,0,0,2
3,17,3,0,0,0,3
100,17,89,0,0,11,89
200,17,181,0,0,19,181
2000,17,1782,0,0,218,1782
10000,17,8963,0,0,1037,8963
20000,17,18012,0,0,1988,18012
40000,17,36048,0,0,3952,36048
60000,17,53882,0,0,6118,53882
80000,17,72019,0,0,7981,72019
100000,17,89811,0,0,10189,89811
2,18,2,0,0,0,2
3,18,2,0,0,1,2
100,18,93,0,0,7,93
200,18,180,0,0,20,180
2000,18,1791,0,0,209,1791
10000,18,8988,0,0,1012,8988
20000,18,17956,0,0,2044,17956
40000,18,36025,0,0,3975,36025
60000,18,53976,0,0,6024,53976
80000,18,72108,0,0,7892,72108
100000,18,89990,0,0,10010,89990
2,19,2,0,0,0,2
3,19,3,0,0,0,3
100,19,86,0,0,14,86
200,19,179,0,0,21,179
2000,19,1784,0,0,216,1784
10000,19,9018,0,0,982,9018
20000,19,17997,0,0,2003,17997
40000,19,36002,0,0,3998,36002
60000,19,53908,0,0,6092,53908
80000,19,71924,0,0,8076,71924
100000,19,89930,0,0,10070,89930
2,20,2,0,0,0,2
3,20,3,0,0,0,3
100,20,88,0,0,12,88
200,20,181,0,0,19,181
2000,20,1809,0,0,191,1809
10000,20,8961,0,0,1039,8961
20000,20,17964,0,0,2036,17964
40000,20,35895,0,0,4105,35895
60000,20,53930,0,0,6070,53930
80000,20,72049,0,0,7951,72049
100000,20,90063,0,0,9937,90063
2,21,2,0,0,0,2
3,21,2,0,0,1,2
100,21,96,0,0,4,96
200,21,178,0,0,22,178
2000,21,1812,0,0,188,1812
10000,21,8988,0,0,1012,8988
20000,21,18060,0,0,1940,18060
40000,21,35906,0,0,4094,35906
60000,21,54087,0,0,5913,54087
80000,21,71975,0,0,8025,71975
100000,21,90033,0,0,9967,90033
2,22,2,0,0,0,2
3,22,3,0,0,0,3
100,22,96,0,0,4,96
200,22,178,0,0,22,178
2000,22,1789,0,0,211,1789
10000,22,8954,0,0,1046,8954
20000,22,18047,0,0,1953,18047
40000,22,36024,0,0,3976,36024
60000,22,54004,0,0,5996,54004
80000,22,72012,0,0,7988,72012
100000,22,89971,0,0,10029,89971
2,23,2,0,0,0,2
3,23,2,0,0,1,2
100,23,90,0,0,10,90
200,23,180,0,0,20,180
2000,23,1787,0,0,213,1787
10000,23,8955,0,0,1045,8955
20000,23,18017,0,0,1983,18017
40000,23,36040,0,0,3960,36040
60000,23,54130,0,0,5870,54130
80000,23,72092,0,0,7908,72092
100000,23,90032,0,0,9968,90032
2,24,1,0,0,1,1
3,24,3,0,0,0,3
100,24,90,0,0,10,90
200,24,181,0,0,19,181
2000,24,1789,0,0,211,1789
10000,24,9030,0,0,970,9030
20000,24,17938,0,0,2062,17938
40000,24,35978,0,0,4022,35978
60000,24,53974,0,0,6026,53974
80000,24,71922,0,0,8078,71922
100000,24,89921,0,0,10079,89921
2,25,2,0,0,0,2
3,25,3,0,0,0,3
100,25,87,0,0,13,87
200,25,180,0,0,20,180
2000,25,1809,0,0,191,1809
10000,25,8995,0,0,1005,8995
20000,25,17986,0,0,2014,17986
40000,25,35953,0,0,4047,35953
60000,25,54017,0,0,5983,54017
80000,25,72121,0,0,7879,72121
100000,25,89995,0,0,10005,89995
2,26,1,0,0,1,1
3,26,3,0,0,0,3
100,26,92,0,0,8,92
200,26,188,0,0,12,188
2000,26,1805,0,0,195,1805
10000,26,8940,0,0,1060,8940
20000,26,17943,0,0,2057,17943
40000,26,35986,0,0,4014,35986
60000,26,54051,0,0,5949,54051
80000,26,72108,0,0,7892,72108
100000,26,90004,0,0,9996,90004
2,27,2,0,0,0,2
3,27,3,0,0,0,3
100,27,95,0,0,5,95
200,27,182,0,0,18,182
2000,27,1787,0,0,213,1787
10000,27,9031,0,0,969,9031
20000,27,18058,0,0,1942,18058
40000,27,35902,0,0,4098,35902
60000,27,53961,0,0,6039,53961
80000,27,72009,0,0,7991,72009
100000,27,89655,0,0,10345,89655
2,28,1,0,0,1,1
3,28,3,0,0,0,3
100,28,91,0,0,9,91
200,28,180,0,0,20,180
2000,28,1775,0,0,225,1775
10000,28,8960,0,0,1040,8960
20000,28,18041,0,0,1959,18041
40000,28,35933,0,0,4067,35933
60000,28,54009,0,0,5991,54009
80000,28,71957,0,0,8043,71957
100000,28,90003,0,0,9997,90003
2,29,2,0,0,0,2
3,29,3,0,0,0,3
100,29,87,0,0,13,87
200,29,177,0,0,23,177
2000,29,1801,0,0,199,1801
10000,29,8990,0,0,1010,8990
20000,29,17993,0,0,2007,17993
40000,29,36032,0,0,3968,36032
60000,29,53947,0,0,6053,53947
80000,29,71957,0,0,8043,71957
100000,29,90080,0,0,9920,90080
2,30,2,0,0,0,2
3,30,3,0,0,0,3
100,30,89,0,0,11,89
200,30,178,0,0,22,178
2000,30,1785,0,0,215,1785
10000,30,9032,0,0,968,9032
20000,30,17972,0,0,2028,17972
40000,30,36012,0,0,3988,36012
60000,30,53830,0,0,6170,53830
80000,30,72089,0,0,7911,72089
100000,30,90006,0,0,9994,90006
2,31,2,0,0,0,2
3,31,2,0,0,1,2
100,31,85,0,0,15,85
200,31,183,0,0,17,183
2000,31,1816,0,0,184,1816
10000,31,9046,0,0,954,9046
20000,31,18008,0,0,1992,18008
40000,31,35888,0,0,4112,35888
60000,31,53970,0,0,6030,53970
80000,31,71978,0,0,8022,71978
100000,31,89834,0,0,10166,89834
2,32,2,0,0,0,2
3,32,3,0,0,0,3
100,32,93,0,0,7,93
200,32,181,0,0,19,181
2000,32,1793,0,0,207,1793
10000,32,9018,0,0,982,9018
20000,32,17981,0,0,2019,17981
40000,32,35958,0,0,4042,35958
60000,32,53944,0,0,6056,53944
80000,32,71930,0,0,8070,71930
100000,32,90036,0,0,9964,90036
2,33,2,0,0,0,2
3,33,3,0,0,0,3
100,33,90,0,0,10,90
200,33,184,0,0,16,184
