Timestep,Average Total Reward,Average Suboptimal Arms,Average Regret,Average Zeros Count,Average Ones Count
2,4.3,2.67,0.2670000000000002,0.7,4.3
3,5.95,3.68,0.3679999999999995,1.05,5.95
100,170.77,100.02,10.002,30.23,170.77
200,339.39,200.0,20.0,61.61,339.39
2000,3399.23,2000.0,200.0,601.77,3399.23
10000,17001.35,10000.0,1000.0,2999.65,17001.35
20000,33993.23,20000.0,2000.0,6007.77,33993.23
40000,67996.12,40000.0,4000.0,12004.88,67996.12
60000,101995.33,60000.0,6000.0,18005.67,101995.33
80000,135995.14,80000.0,8000.0,24005.86,135995.14
100000,170010.96,100000.0,10000.0,29990.04,170010.96
