Timestep,Average Total Reward,Average Suboptimal Arms,Average Regret,Average Zeros Count,Average Ones Count
2,1.0,1.0,0.010000000000000007,1.0,1.0
3,1.42,1.74,0.010000000000000007,1.58,1.42
100,49.87,47.9,0.24239999999999987,50.13,49.87
200,98.95,97.99,0.49200000000000016,101.05,98.95
2000,997.42,945.03,4.723200000000002,1002.58,997.42
10000,4976.44,4007.38,20.0367,5023.56,4976.44
20000,9963.65,7430.28,37.15189999999999,10036.35,9963.65
40000,19920.89,12329.5,61.647599999999976,20079.11,19920.89
60000,29909.13,17555.8,87.779,30090.87,29909.13
80000,39888.46,22688.17,113.44020000000002,40111.54,39888.46
100000,49887.87,23954.82,119.77300000000005,50112.13,49887.87
