Timestep,Average Total Reward,Average Suboptimal Arms,Average Regret,Average Zeros Count,Average Ones Count
2,0.99,1.0,0.010000000000000007,1.01,0.99
3,1.5,1.26,0.010000000000000007,1.5,1.5
100,49.64,49.09,0.2477,50.36,49.64
200,99.68,98.45,0.49449999999999983,100.32,99.68
2000,992.54,946.93,4.733099999999999,1007.46,992.54
10000,4979.2,4265.63,21.3284,5020.8,4979.2
20000,9965.08,6806.73,34.03419999999999,10034.92,9965.08
40000,19930.82,13437.08,67.186,20069.18,19930.82
60000,29933.28,16777.9,83.88889999999999,30066.72,29933.28
80000,39879.34,23605.25,118.02489999999997,40120.66,39879.34
100000,49900.77,23667.31,118.33519999999997,50099.23,49900.77
