Timestep,Average Total Reward,Average Suboptimal Arms,Average Regret,Average Zeros Count,Average Ones Count
2,1.15,1.0,0.010000000000000007,0.85,1.15
3,1.65,1.0,0.010000000000000007,1.35,1.65
100,49.48,1.0,0.010000000000000007,50.52,49.48
200,100.41,1.0,0.010000000000000007,99.59,100.41
2000,1001.91,1.0,0.010000000000000007,998.09,1001.91
10000,5003.77,1.0,0.010000000000000007,4996.23,5003.77
20000,10003.82,1.0,0.010000000000000007,9996.18,10003.82
40000,19993.07,1.0,0.010000000000000007,20006.93,19993.07
60000,29993.66,1.0,0.010000000000000007,30006.34,29993.66
80000,40010.16,1.0,0.010000000000000007,39989.84,40010.16
100000,50021.02,1.0,0.010000000000000007,49978.98,50021.02
