Timestep,Average Total Reward,Average Suboptimal Arms,Average Regret,Average Zeros Count,Average Ones Count
2,0.91,2.0,0.010000000000000007,1.09,0.91
3,1.59,3.0,0.020000000000000014,1.41,1.59
100,49.89,100.0,0.5,50.11,49.89
200,99.4,200.0,1.0,100.6,99.4
2000,985.89,2000.0,10.0,1014.11,985.89
10000,4953.94,10000.0,50.0,5046.06,4953.94
20000,9894.64,20000.0,100.0,10105.36,9894.64
40000,19802.89,40000.0,200.0,20197.11,19802.89
60000,29707.81,60000.0,300.0,30292.19,29707.81
80000,39606.13,80000.0,400.0,40393.87,39606.13
100000,49499.8,100000.0,500.0,50500.2,49499.8
