Timestep,Iteration,Total Reward,Suboptimal Arms Count,Total Regret,Zeros Count,Ones Count
2,1,1,0,0.0,1,1
3,1,2,0,0.0,1,2
100,1,81,50,5.0,19,81
200,1,159,197,19.7,41,159
2000,1,1782,1,0.1,218,1782
10000,1,8518,5000,500.0,1482,8518
20000,1,18102,2,0.2,1898,18102
40000,1,36036,1,0.1,3964,36036
60000,1,53870,2,0.2,6130,53870
80000,1,71997,3,0.3,8003,71997
100000,1,80082,99999,9999.9,19918,80082
2,2,1,0,0.0,1,1
3,2,3,0,0.0,0,3
100,2,87,1,0.1,13,87
200,2,181,2,0.2,19,181
2000,2,1796,4,0.4,204,1796
10000,2,8497,5000,500.0,1503,8497
20000,2,17978,1,0.1,2022,17978
40000,2,34029,20000,2000.0,5971,34029
60000,2,53960,7,0.7,6040,53960
80000,2,71987,5,0.5,8013,71987
100000,2,89892,1,0.1,10108,89892
2,3,2,0,0.0,0,2
3,3,3,0,0.0,0,3
100,3,84,98,9.8,16,84
200,3,170,198,19.8,30,170
2000,3,1584,1998,199.8,416,1584
10000,3,8037,9997,999.7,1963,8037
20000,3,17976,3,0.3,2024,17976
40000,3,32034,39997,3999.7,7966,32034
60000,3,53967,1,0.1,6033,53967
80000,3,63858,79999,7999.9,16142,63858
100000,3,90010,3,0.3,9990,90010
2,4,1,0,0.0,1,1
3,4,3,0,0.0,0,3
100,4,87,2,0.2,13,87
200,4,175,1,0.1,25,175
2000,4,1704,1000,100.0,296,1704
10000,4,8942,1,0.1,1058,8942
20000,4,16032,19997,1999.7,3968,16032
40000,4,35938,3,0.3,4062,35938
60000,4,47875,59995,5999.5,12125,47875
80000,4,71842,3,0.3,8158,71842
100000,4,80174,99998,9999.8,19826,80174
2,5,2,0,0.0,0,2
3,5,2,0,0.0,1,2
100,5,88,1,0.1,12,88
200,5,164,100,10.0,36,164
2000,5,1811,2,0.2,189,1811
10000,5,9013,1,0.1,987,9013
20000,5,16916,10000,1000.0,3084,16916
40000,5,36127,1,0.1,3873,36127
