Timestep,Average Total Reward,Average Suboptimal Arms,Average Regret,Average Zeros Count,Average Ones Count
2,1.7,1.0,0.09999999999999981,0.3,1.7
3,2.55,1.85,0.18499999999999964,0.45,2.55
100,85.73,45.74,4.573999999999998,14.27,85.73
200,171.2,84.86,8.485999999999999,28.8,171.2
2000,1762.43,372.71,37.270999999999994,237.57,1762.43
10000,8939.53,602.23,60.22299999999998,1060.47,8939.53
20000,17932.72,684.43,68.44300000000003,2067.28,17932.72
40000,35919.68,772.08,77.208,4080.32,35919.68
60000,53918.84,812.59,81.25899999999997,6081.16,53918.84
80000,71919.13,864.8,86.47999999999998,8080.87,71919.13
100000,89897.83,888.37,88.83700000000003,10102.17,89897.83
