Timestep,Average Total Reward,Average Suboptimal Arms,Average Regret,Average Zeros Count,Average Ones Count
2,1.87,1.0,0.010000000000000007,0.13,1.87
3,2.7,1.0,0.010000000000000007,0.3,2.7
100,89.86,1.0,0.010000000000000007,10.14,89.86
200,179.47,1.0,0.010000000000000007,20.53,179.47
2000,1799.78,1.0,0.010000000000000007,200.22,1799.78
10000,8999.72,1.0,0.010000000000000007,1000.28,8999.72
20000,18004.0,1.0,0.010000000000000007,1996.0,18004.0
40000,35988.72,1.0,0.010000000000000007,4011.28,35988.72
60000,54000.25,1.0,0.010000000000000007,5999.75,54000.25
80000,71998.81,1.0,0.010000000000000007,8001.19,71998.81
100000,89997.01,1.0,0.010000000000000007,10002.99,89997.01
