Timestep,Iteration,Total Reward,Suboptimal Arms Count,Total Regret,Zeros Count,Ones Count
2,1,1,1,0.01,1,1
3,1,0,2,0.01,3,0
100,1,50,47,0.24,50,50
200,1,103,85,0.43,97,103
2000,1,966,1038,5.19,1034,966
10000,1,4884,4743,23.71,5116,4884
20000,1,9858,7605,38.03,10142,9858
40000,1,19965,18640,93.2,20035,19965
60000,1,29840,24032,120.16,30160,29840
80000,1,39862,18399,91.99,40138,39862
100000,1,49617,31260,156.3,50383,49617
2,2,1,1,0.01,1,1
3,2,1,2,0.01,2,1
100,2,45,42,0.21,55,45
200,2,104,85,0.43,96,104
2000,2,963,1256,6.28,1037,963
10000,2,5002,2921,14.61,4998,5002
20000,2,10126,10566,52.83,9874,10126
40000,2,20041,14596,72.98,19959,20041
60000,2,29923,17658,88.29,30077,29923
80000,2,40019,24352,121.76,39981,40019
100000,2,49605,35616,178.08,50395,49605
2,3,1,1,0.01,1,1
3,3,0,2,0.01,3,0
100,3,55,56,0.28,45,55
200,3,101,109,0.55,99,101
2000,3,975,651,3.25,1025,975
10000,3,5011,3965,19.83,4989,5011
20000,3,9924,7248,36.24,10076,9924
40000,3,19907,16926,84.63,20093,19907
60000,3,29891,21680,108.4,30109,29891
80000,3,39742,18081,90.4,40258,39742
100000,3,49638,40054,200.27,50362,49638
2,4,1,1,0.01,1,1
3,4,1,2,0.01,2,1
100,4,52,47,0.24,48,52
200,4,95,108,0.54,105,95
2000,4,968,809,4.04,1032,968
10000,4,4976,7339,36.7,5024,4976
20000,4,10003,10753,53.77,9997,10003
40000,4,19767,19641,98.2,20233,19767
60000,4,29852,23366,116.83,30148,29852
80000,4,40158,14352,71.76,39842,40158
100000,4,49752,35837,179.18,50248,49752
2,5,2,1,0.01,0,2
3,5,1,1,0.01,2,1
100,5,56,68,0.34,44,56
200,5,101,108,0.54,99,101
2000,5,983,966,4.83,1017,983
10000,5,5026,4543,22.71,4974,5026
20000,5,9872,7739,38.7,10128,9872
40000,5,19969,12870,64.35,20031,19969
60000,5,29845,16137,80.68,30155,29845
80000,5,39756,40139,200.69,40244,39756
100000,5,49784,32894,164.47,50216,49784
2,6,1,1,0.01,1,1
3,6,1,2,0.01,2,1
100,6,43,46,0.23,57,43
200,6,92,83,0.42,108,92
2000,6,987,828,4.14,1013,987
10000,6,4917,3324,16.62,5083,4917
20000,6,9899,9605,48.03,10101,9899
40000,6,19768,20006,100.03,20232,19768
60000,6,29907,25492,127.46,30093,29907
80000,6,39979,22072,110.36,40021,39979
100000,6,49958,28563,142.81,50042,49958
2,7,1,1,0.01,1,1
3,7,0,2,0.01,3,0
100,7,49,55,0.28,51,49
200,7,98,84,0.42,102,98
2000,7,1006,642,3.21,994,1006
10000,7,4962,3634,18.17,5038,4962
20000,7,9898,7329,36.65,10102,9898
40000,7,19828,8879,44.4,20172,19828
60000,7,30119,13630,68.15,29881,30119
80000,7,39816,33101,165.5,40184,39816
100000,7,49870,24860,124.3,50130,49870
2,8,1,1,0.01,1,1
3,8,1,2,0.01,2,1
100,8,57,48,0.24,43,57
200,8,102,88,0.44,98,102
2000,8,989,770,3.85,1011,989
10000,8,4942,3906,19.53,5058,4942
20000,8,9985,8845,44.23,10015,9985
40000,8,19986,15933,79.67,20014,19986
60000,8,29870,13860,69.3,30130,29870
80000,8,40117,14058,70.29,39883,40117
100000,8,49827,38847,194.23,50173,49827
2,9,0,1,0.01,2,0
3,9,1,2,0.01,2,1
100,9,54,53,0.27,46,54
200,9,99,90,0.45,101,99
2000,9,993,931,4.65,1007,993
10000,9,4924,5414,27.07,5076,4924
20000,9,10041,5478,27.39,9959,10041
40000,9,20066,19016,95.08,19934,20066
60000,9,29812,19909,99.54,30188,29812
80000,9,39918,20894,104.47,40082,39918
100000,9,49699,33080,165.4,50301,49699
2,10,1,1,0.01,1,1
3,10,2,2,0.01,1,2
100,10,57,41,0.21,43,57
200,10,104,117,0.59,96,104
2000,10,982,734,3.67,1018,982
10000,10,5038,4212,21.06,4962,5038
20000,10,10076,7102,35.51,9924,10076
40000,10,19960,5755,28.77,20040,19960
60000,10,29960,11305,56.53,30040,29960
80000,10,39776,27992,139.96,40224,39776
100000,10,49852,31599,157.99,50148,49852
2,11,1,1,0.01,1,1
3,11,2,2,0.01,1,2
100,11,54,39,0.2,46,54
200,11,101,89,0.45,99,101
2000,11,997,592,2.96,1003,997
10000,11,4952,3390,16.95,5048,4952
20000,11,9961,5430,27.15,10039,9961
40000,11,19776,14008,70.04,20224,19776
60000,11,29831,17666,88.33,30169,29831
80000,11,39958,29071,145.35,40042,39958
100000,11,49823,20262,101.31,50177,49823
2,12,1,1,0.01,1,1
3,12,2,2,0.01,1,2
100,12,51,41,0.21,49,51
200,12,94,96,0.48,106,94
2000,12,967,637,3.18,1033,967
10000,12,4954,3161,15.81,5046,4954
20000,12,9947,6735,33.67,10053,9947
40000,12,19947,9225,46.13,20053,19947
60000,12,30082,29818,149.09,29918,30082
80000,12,39796,21146,105.73,40204,39796
100000,12,49806,49955,249.77,50194,49806
2,13,2,1,0.01,0,2
3,13,1,1,0.01,2,1
100,13,43,56,0.28,57,43
200,13,85,95,0.48,115,85
2000,13,962,997,4.98,1038,962
10000,13,4964,3232,16.16,5036,4964
20000,13,10043,8837,44.19,9957,10043
40000,13,19891,15078,75.39,20109,19891
60000,13,29649,18489,92.44,30351,29649
80000,13,39812,21949,109.74,40188,39812
100000,13,49828,33548,167.74,50172,49828
2,14,0,1,0.01,2,0
3,14,1,2,0.01,2,1
100,14,58,49,0.25,42,58
200,14,95,84,0.42,105,95
2000,14,976,1105,5.52,1024,976
10000,14,4912,4542,22.71,5088,4912
20000,14,9827,10287,51.44,10173,9827
40000,14,19796,21854,109.27,20204,19796
60000,14,29770,22840,114.2,30230,29770
80000,14,40164,19217,96.08,39836,40164
100000,14,49815,35155,175.77,50185,49815
2,15,2,1,0.01,0,2
3,15,1,2,0.01,2,1
100,15,53,52,0.26,47,53
200,15,112,66,0.33,88,112
2000,15,989,677,3.38,1011,989
10000,15,4956,4823,24.11,5044,4956
20000,15,9905,8316,41.58,10095,9905
40000,15,19925,17891,89.45,20075,19925
60000,15,29996,18951,94.75,30004,29996
80000,15,39916,20486,102.43,40084,39916
100000,15,49869,28538,142.69,50131,49869
2,16,1,1,0.01,1,1
3,16,1,1,0.01,2,1
100,16,50,49,0.25,50,50
200,16,106,90,0.45,94,106
2000,16,952,790,3.95,1048,952
10000,16,5036,5284,26.42,4964,5036
20000,16,10005,12036,60.18,9995,10005
40000,16,19864,12453,62.27,20136,19864
60000,16,30043,29959,149.79,29957,30043
80000,16,39903,22825,114.12,40097,39903
100000,16,49818,19773,98.86,50182,49818
2,17,0,1,0.01,2,0
3,17,1,1,0.01,2,1
100,17,51,52,0.26,49,51
200,17,103,100,0.5,97,103
2000,17,1015,829,4.14,985,1015
10000,17,4903,4417,22.08,5097,4903
20000,17,9989,5690,28.45,10011,9989
40000,17,20026,18747,93.73,19974,20026
60000,17,29765,20134,100.67,30235,29765
80000,17,40171,23121,115.6,39829,40171
100000,17,49794,28193,140.96,50206,49794
2,18,1,1,0.01,1,1
3,18,3,2,0.01,0,3
100,18,54,52,0.26,46,54
200,18,106,97,0.49,94,106
2000,18,991,968,4.84,1009,991
10000,18,4959,2690,13.45,5041,4959
20000,18,9878,6611,33.05,10122,9878
40000,18,19865,13258,66.29,20135,19865
60000,18,29871,11843,59.22,30129,29871
80000,18,39911,28995,144.97,40089,39911
100000,18,49615,43527,217.63,50385,49615
2,19,1,1,0.01,1,1
3,19,3,2,0.01,0,3
100,19,59,47,0.24,41,59
200,19,97,112,0.56,103,97
2000,19,1018,1033,5.16,982,1018
10000,19,4973,3576,17.88,5027,4973
20000,19,9838,8666,43.33,10162,9838
40000,19,19964,11121,55.61,20036,19964
60000,19,29883,21975,109.87,30117,29883
80000,19,40079,24302,121.51,39921,40079
100000,19,49997,33811,169.05,50003,49997
2,20,1,1,0.01,1,1
3,20,1,1,0.01,2,1
100,20,45,46,0.23,55,45
200,20,94,80,0.4,106,94
2000,20,1004,1028,5.14,996,1004
10000,20,4903,5817,29.08,5097,4903
20000,20,9884,10631,53.16,10116,9884
40000,20,19986,26501,132.5,20014,19986
60000,20,30004,18434,92.17,29996,30004
80000,20,40014,27274,136.37,39986,40014
100000,20,49804,35160,175.8,50196,49804
2,21,1,1,0.01,1,1
3,21,1,2,0.01,2,1
100,21,44,46,0.23,56,44
200,21,100,112,0.56,100,100
2000,21,1016,708,3.54,984,1016
10000,21,4955,3590,17.95,5045,4955
20000,21,9949,8266,41.33,10051,9949
40000,21,20004,8510,42.55,19996,20004
60000,21,29947,32940,164.7,30053,29947
80000,21,40152,17164,85.82,39848,40152
100000,21,49587,38875,194.37,50413,49587
2,22,1,1,0.01,1,1
3,22,0,2,0.01,3,0
100,22,47,40,0.2,53,47
200,22,106,96,0.48,94,106
2000,22,965,1326,6.63,1035,965
10000,22,5013,4218,21.09,4987,5013
20000,22,10014,7380,36.9,9986,10014
40000,22,19914,17202,86.01,20086,19914
60000,22,30038,18067,90.33,29962,30038
80000,22,39770,32780,163.9,40230,39770
100000,22,49877,41441,207.2,50123,49877
2,23,1,1,0.01,1,1
3,23,2,2,0.01,1,2
100,23,49,49,0.25,51,49
200,23,105,109,0.55,95,105
2000,23,981,839,4.19,1019,981
10000,23,5043,5365,26.82,4957,5043
20000,23,9872,7968,39.84,10128,9872
40000,23,20106,10613,53.07,19894,20106
60000,23,29780,26835,134.17,30220,29780
80000,23,39857,22122,110.61,40143,39857
100000,23,49818,18572,92.86,50182,49818
2,24,0,1,0.01,2,0
3,24,1,2,0.01,2,1
100,24,49,48,0.24,51,49
200,24,106,120,0.6,94,106
2000,24,1006,654,3.27,994,1006
10000,24,4950,5632,28.16,5050,4950
20000,24,10022,8199,41.0,9978,10022
40000,24,19802,8227,41.14,20198,19802
60000,24,29831,30331,151.65,30169,29831
80000,24,39728,32565,162.82,40272,39728
100000,24,50146,24011,120.05,49854,50146
2,25,1,1,0.01,1,1
3,25,1,2,0.01,2,1
100,25,47,42,0.21,53,47
200,25,94,107,0.54,106,94
2000,25,1025,826,4.13,975,1025
10000,25,4962,2901,14.51,5038,4962
20000,25,9835,9736,48.68,10165,9835
40000,25,20102,16643,83.21,19898,20102
60000,25,29628,21231,106.15,30372,29628
80000,25,39839,29011,145.05,40161,39839
100000,25,49933,36815,184.07,50067,49933
2,26,1,1,0.01,1,1
3,26,1,2,0.01,2,1
100,26,55,56,0.28,45,55
200,26,117,88,0.44,83,117
2000,26,956,839,4.19,1044,956
10000,26,4898,1913,9.57,5102,4898
20000,26,9980,9262,46.31,10020,9980
40000,26,19901,26420,132.1,20099,19901
60000,26,29977,24320,121.6,30023,29977
80000,26,39923,28347,141.73,40077,39923
100000,26,49609,42184,210.92,50391,49609
2,27,1,1,0.01,1,1
3,27,2,2,0.01,1,2
100,27,63,37,0.19,37,63
200,27,91,107,0.54,109,91
2000,27,1013,955,4.77,987,1013
10000,27,4905,3901,19.51,5095,4905
20000,27,9986,11107,55.54,10014,9986
40000,27,19980,11952,59.76,20020,19980
60000,27,29913,29206,146.03,30087,29913
80000,27,39879,16208,81.04,40121,39879
100000,27,49743,42418,212.09,50257,49743
2,28,0,1,0.01,2,0
3,28,2,2,0.01,1,2
100,28,51,52,0.26,49,51
200,28,104,105,0.53,96,104
2000,28,964,996,4.98,1036,964
10000,28,4992,6461,32.3,5008,4992
20000,28,9977,9260,46.3,10023,9977
40000,28,20020,26323,131.61,19980,20020
60000,28,29787,37006,185.03,30213,29787
80000,28,40110,18302,91.51,39890,40110
100000,28,49990,38520,192.6,50010,49990
2,29,2,1,0.01,0,2
3,29,1,2,0.01,2,1
100,29,56,47,0.24,44,56
200,29,91,121,0.61,109,91
2000,29,1008,606,3.03,992,1008
10000,29,4965,4814,24.07,5035,4965
20000,29,10175,6092,30.46,9825,10175
40000,29,19877,21140,105.7,20123,19877
60000,29,30224,16385,81.92,29776,30224
80000,29,40029,33024,165.12,39971,40029
100000,29,49782,36024,180.12,50218,49782
2,30,1,1,0.01,1,1
3,30,1,2,0.01,2,1
100,30,45,35,0.18,55,45
200,30,114,106,0.53,86,114
2000,30,973,1028,5.14,1027,973
10000,30,5085,2015,10.08,4915,5085
20000,30,9858,6359,31.79,10142,9858
40000,30,20103,23379,116.89,19897,20103
60000,30,29758,35875,179.37,30242,29758
80000,30,39925,34463,172.31,40075,39925
100000,30,49743,30929,154.64,50257,49743
2,31,0,1,0.01,2,0
3,31,1,2,0.01,2,1
100,31,43,59,0.3,57,43
200,31,111,124,0.62,89,111
2000,31,997,625,3.12,1003,997
10000,31,4979,2061,10.31,5021,4979
20000,31,9862,11827,59.14,10138,9862
40000,31,20196,22203,111.01,19804,20196
60000,31,29782,31002,155.01,30218,29782
80000,31,39781,25349,126.74,40219,39781
100000,31,49753,49363,246.81,50247,49753
2,32,1,1,0.01,1,1
3,32,0,2,0.01,3,0
100,32,56,45,0.23,44,56
200,32,105,87,0.44,95,105
2000,32,1003,669,3.34,997,1003
10000,32,4982,2680,13.4,5018,4982
20000,32,9986,6964,34.82,10014,9986
40000,32,19973,13121,65.61,20027,19973
