Timestep,Iteration,Total Reward,Suboptimal Arms Count,Total Regret,Zeros Count,Ones Count
2,1,0,2,0.01,2,0
3,1,2,3,0.02,1,2
100,1,45,100,0.5,55,45
200,1,108,200,1.0,92,108
2000,1,1012,2000,10.0,988,1012
10000,1,4910,10000,50.0,5090,4910
20000,1,9923,20000,100.0,10077,9923
40000,1,19913,40000,200.0,20087,19913
60000,1,29579,60000,300.0,30421,29579
80000,1,39600,80000,400.0,40400,39600
100000,1,49547,100000,500.0,50453,49547
2,2,2,2,0.01,0,2
3,2,2,3,0.02,1,2
100,2,48,100,0.5,52,48
200,2,90,200,1.0,110,90
2000,2,968,2000,10.0,1032,968
10000,2,4950,10000,50.0,5050,4950
20000,2,9986,20000,100.0,10014,9986
40000,2,19836,40000,200.0,20164,19836
60000,2,29632,60000,300.0,30368,29632
80000,2,39470,80000,400.0,40530,39470
100000,2,49322,100000,500.0,50678,49322
2,3,1,2,0.01,1,1
3,3,2,3,0.02,1,2
100,3,43,100,0.5,57,43
200,3,107,200,1.0,93,107
2000,3,973,2000,10.0,1027,973
10000,3,5018,10000,50.0,4982,5018
20000,3,9815,20000,100.0,10185,9815
40000,3,19773,40000,200.0,20227,19773
60000,3,29900,60000,300.0,30100,29900
80000,3,39761,80000,400.0,40239,39761
100000,3,49701,100000,500.0,50299,49701
2,4,0,2,0.01,2,0
3,4,2,3,0.02,1,2
100,4,48,100,0.5,52,48
200,4,103,200,1.0,97,103
2000,4,948,2000,10.0,1052,948
10000,4,5007,10000,50.0,4993,5007
20000,4,9804,20000,100.0,10196,9804
40000,4,19773,40000,200.0,20227,19773
60000,4,29865,60000,300.0,30135,29865
80000,4,39349,80000,400.0,40651,39349
100000,4,49297,100000,500.0,50703,49297
2,5,1,2,0.01,1,1
3,5,2,3,0.02,1,2
100,5,52,100,0.5,48,52
200,5,108,200,1.0,92,108
2000,5,977,2000,10.0,1023,977
10000,5,4960,10000,50.0,5040,4960
20000,5,10033,20000,100.0,9967,10033
40000,5,19691,40000,200.0,20309,19691
60000,5,29555,60000,300.0,30445,29555
80000,5,39617,80000,400.0,40383,39617
100000,5,49295,100000,500.0,50705,49295
2,6,1,2,0.01,1,1
3,6,2,3,0.02,1,2
100,6,57,100,0.5,43,57
200,6,96,200,1.0,104,96
2000,6,988,2000,10.0,1012,988
10000,6,4911,10000,50.0,5089,4911
20000,6,9860,20000,100.0,10140,9860
40000,6,19749,40000,200.0,20251,19749
60000,6,29709,60000,300.0,30291,29709
80000,6,39606,80000,400.0,40394,39606
100000,6,49352,100000,500.0,50648,49352
2,7,1,2,0.01,1,1
3,7,1,3,0.02,2,1
100,7,51,100,0.5,49,51
200,7,96,200,1.0,104,96
2000,7,979,2000,10.0,1021,979
10000,7,4860,10000,50.0,5140,4860
20000,7,9830,20000,100.0,10170,9830
40000,7,19831,40000,200.0,20169,19831
60000,7,29574,60000,300.0,30426,29574
80000,7,39799,80000,400.0,40201,39799
100000,7,49614,100000,500.0,50386,49614
2,8,0,2,0.01,2,0
3,8,1,3,0.02,2,1
100,8,56,100,0.5,44,56
200,8,110,200,1.0,90,110
2000,8,964,2000,10.0,1036,964
10000,8,4948,10000,50.0,5052,4948
20000,8,9884,20000,100.0,10116,9884
40000,8,20012,40000,200.0,19988,20012
60000,8,29772,60000,300.0,30228,29772
80000,8,39409,80000,400.0,40591,39409
100000,8,49429,100000,500.0,50571,49429
2,9,0,2,0.01,2,0
3,9,1,3,0.02,2,1
100,9,50,100,0.5,50,50
200,9,96,200,1.0,104,96
2000,9,996,2000,10.0,1004,996
10000,9,4926,10000,50.0,5074,4926
20000,9,9875,20000,100.0,10125,9875
40000,9,19906,40000,200.0,20094,19906
60000,9,29707,60000,300.0,30293,29707
80000,9,39594,80000,400.0,40406,39594
100000,9,49668,100000,500.0,50332,49668
2,10,0,2,0.01,2,0
3,10,1,3,0.02,2,1
100,10,46,100,0.5,54,46
200,10,95,200,1.0,105,95
2000,10,989,2000,10.0,1011,989
10000,10,5018,10000,50.0,4982,5018
20000,10,9956,20000,100.0,10044,9956
40000,10,19728,40000,200.0,20272,19728
60000,10,29584,60000,300.0,30416,29584
80000,10,39284,80000,400.0,40716,39284
100000,10,49769,100000,500.0,50231,49769
2,11,0,2,0.01,2,0
3,11,2,3,0.02,1,2
100,11,50,100,0.5,50,50
200,11,98,200,1.0,102,98
2000,11,970,2000,10.0,1030,970
10000,11,4923,10000,50.0,5077,4923
20000,11,9817,20000,100.0,10183,9817
40000,11,19656,40000,200.0,20344,19656
60000,11,29510,60000,300.0,30490,29510
80000,11,39696,80000,400.0,40304,39696
100000,11,49416,100000,500.0,50584,49416
2,12,1,2,0.01,1,1
3,12,3,3,0.02,0,3
100,12,45,100,0.5,55,45
200,12,108,200,1.0,92,108
2000,12,998,2000,10.0,1002,998
10000,12,4919,10000,50.0,5081,4919
20000,12,9837,20000,100.0,10163,9837
40000,12,19836,40000,200.0,20164,19836
60000,12,29695,60000,300.0,30305,29695
80000,12,39677,80000,400.0,40323,39677
100000,12,49609,100000,500.0,50391,49609
2,13,1,2,0.01,1,1
3,13,1,3,0.02,2,1
100,13,56,100,0.5,44,56
200,13,85,200,1.0,115,85
2000,13,983,2000,10.0,1017,983
