Timestep,Average Total Reward,Average Suboptimal Arms,Average Regret,Average Zeros Count,Average Ones Count
2,1.67,1.0,0.09999999999999981,0.33,1.67
3,2.51,1.09,0.10899999999999982,0.49,2.51
100,85.2,46.24,4.6240000000000006,14.8,85.2
200,171.6,84.94,8.493999999999998,28.4,171.6
2000,1764.11,367.24,36.72399999999999,235.89,1764.11
10000,8939.41,589.82,58.98199999999998,1060.59,8939.41
20000,17932.84,698.07,69.807,2067.16,17932.84
40000,35929.14,772.34,77.234,4070.86,35929.14
60000,53918.24,795.92,79.59199999999997,6081.76,53918.24
80000,71921.99,832.85,83.285,8078.01,71921.99
100000,89925.45,876.2,87.61999999999998,10074.55,89925.45
