Timestep,Average Total Reward,Average Suboptimal Arms,Average Regret,Average Zeros Count,Average Ones Count
2,1.05,1.0,0.0,0.95,1.05
3,1.48,1.7,0.0,1.52,1.48
100,49.66,51.13,0.257,50.34,49.66
200,99.38,93.91,0.4729999999999999,100.62,99.38
2000,995.48,959.47,4.795,1004.52,995.48
10000,4968.47,4481.99,22.410999999999998,5031.53,4968.47
20000,9960.7,8904.62,44.526,10039.3,9960.7
40000,19900.78,17384.11,86.92300000000003,20099.22,19900.78
60000,29863.95,24947.23,124.73499999999999,30136.05,29863.95
80000,39818.85,31969.42,159.84499999999997,40181.15,39818.85
100000,49823.42,39833.76,199.17299999999992,50176.58,49823.42
