Timestep,Average Total Reward,Average Suboptimal Arms,Average Regret,Average Zeros Count,Average Ones Count
2,1.78,2.0,0.010000000000000007,0.22,1.78
3,2.69,3.0,0.020000000000000014,0.31,2.69
100,90.16,50.04,0.25070000000000003,9.84,90.16
200,179.77,77.35,0.3883,20.23,179.77
2000,1797.53,880.19,4.4025,202.47,1797.53
10000,8985.99,4400.38,22.0039,1014.01,8985.99
20000,17950.31,10199.81,50.9988,2049.69,17950.31
40000,35897.6,21199.64,105.99819999999998,4102.4,35897.6
60000,53858.15,27300.36,136.50170000000003,6141.85,53858.15
80000,71790.02,40399.88,201.99970000000005,8209.98,71790.02
100000,89694.89,60999.21,304.99499999999995,10305.11,89694.89
