Timestep,Average Total Reward,Average Suboptimal Arms,Average Regret,Average Zeros Count,Average Ones Count
2,1.68,1.0,0.09999999999999981,0.32,1.68
3,2.66,1.04,0.10399999999999981,0.34,2.66
100,85.91,39.18,3.9179999999999997,14.09,85.91
200,172.79,71.44,7.144000000000001,27.21,172.79
2000,1762.5,399.4,39.940000000000026,237.5,1762.5
10000,8906.42,907.16,90.71600000000004,1093.58,8906.42
20000,17882.23,1148.93,114.89299999999999,2117.77,17882.23
40000,35866.89,1394.13,139.413,4133.11,35866.89
60000,53837.09,1572.67,157.26700000000002,6162.91,53837.09
80000,71823.14,1630.52,163.05200000000005,8176.86,71823.14
100000,89828.5,1777.65,177.7649999999999,10171.5,89828.5
