Timestep,Average Total Reward,Average Suboptimal Arms,Average Regret,Average Zeros Count,Average Ones Count
2,1.7960176621151482,1.0,0.09999999999999981,0.91,1.09
3,2.619674136722633,1.0,0.09999999999999981,1.41,1.59
100,84.79630523185449,53.11,5.311000000000002,50.35,49.65
200,171.0700434329513,94.43,9.443,99.4,100.6
2000,1742.3246767202925,550.35,55.03500000000001,1003.38,996.62
10000,8875.051077321574,1244.81,124.48100000000004,4998.75,5001.25
20000,17838.897806119545,1564.89,156.48900000000006,10007.73,9992.27
40000,35805.75531716017,1881.44,188.14400000000006,20013.72,19986.28
60000,53792.41229729458,2075.81,207.5810000000001,30008.55,29991.45
80000,71787.73291032766,2171.71,217.17100000000005,39981.14,40018.86
100000,89758.80096433977,2297.88,229.78799999999993,50005.71,49994.29
