Timestep,Average Total Reward,Average Suboptimal Arms,Average Regret,Average Zeros Count,Average Ones Count
2,1.87,1.0,0.0,0.13,1.87
3,2.79,1.96,0.0,0.21,2.79
100,89.95,49.64,0.25800000000000006,10.05,89.95
200,179.63,98.5,0.495,20.37,179.63
2000,1794.7,959.72,4.796000000000001,205.3,1794.7
10000,8972.72,4569.76,22.842999999999993,1027.28,8972.72
20000,17958.61,8888.61,44.44399999999999,2041.39,17958.61
40000,35918.0,17073.71,85.36699999999999,4082.0,35918.0
60000,53877.56,24865.2,124.32299999999998,6122.44,53877.56
80000,71841.33,31134.87,155.676,8158.67,71841.33
100000,89804.94,38821.75,194.108,10195.06,89804.94
