Timestep,Average Total Reward,Average Suboptimal Arms,Average Regret,Average Zeros Count,Average Ones Count
2,1.66,1.0,0.09999999999999981,0.34,1.66
3,2.57,1.09,0.10899999999999982,0.43,2.57
100,85.52,48.11,4.811000000000002,14.48,85.52
200,170.95,91.27,9.126999999999999,29.05,170.95
2000,1753.62,471.2,47.12,246.38,1753.62
10000,8925.9,765.87,76.587,1074.1,8925.9
20000,17918.57,841.92,84.19200000000002,2081.43,17918.57
40000,35915.08,890.07,89.007,4084.92,35915.08
60000,53903.67,916.93,91.69299999999996,6096.33,53903.67
80000,71898.12,930.74,93.074,8101.88,71898.12
100000,89899.09,939.99,93.99900000000001,10100.91,89899.09
