Timestep,Iteration,Total Reward,Suboptimal Arms Count,Total Regret,Zeros Count,Ones Count
2,1.778,0.8140000000000001,0.00812,0.22199999999999998,1.778
3,2.678,0.8860000000000001,0.00816,0.32199999999999995,2.678
100,89.93199999999999,44.402,0.22367999999999996,10.068000000000001,89.93199999999999
200,179.70800000000003,90.03399999999999,0.45197999999999994,20.292,179.70800000000003
2000,1795.1979999999999,910.3060000000002,4.552439999999999,204.802,1795.1979999999999
10000,8978.61,4077.65,20.38946,1021.3900000000001,8978.61
20000,17962.608,7668.562,38.34408,2037.3920000000003,17962.608
40000,35930.564,14329.814000000002,71.65011999999999,4069.436,35930.564
60000,53904.026,20451.794,102.25964000000002,6095.974,53904.026
80000,71873.92199999999,26351.43,131.75762000000003,8126.0779999999995,71873.92199999999
100000,89845.04800000001,31907.324,159.53700000000003,10154.952000000001,89845.04800000001
