Time Horizon,Iteration,Total Reward,Suboptimal Arms Count,Total Regret,Zeros Count,Ones Count
2,30,1,1,0.1,1,1
3,30,3,1,0.1,0,3
100,30,73,51,5.1,27,73
200,30,172,50,5.0,28,172
2000,30,1748,200,20.0,252,1748
2,31,2,1,0.1,0,2
3,31,1,1,0.1,2,1
100,31,89,38,3.8,11,89
200,31,176,9,0.9,24,176
2000,31,1794,30,3.0,206,1794
2,32,2,1,0.1,0,2
3,32,3,1,0.1,0,3
100,32,90,38,3.8,10,90
200,32,171,46,4.6,29,171
2000,32,1783,185,18.5,217,1783
2,33,1,1,0.1,1,1
3,33,3,1,0.1,0,3
100,33,91,25,2.5,9,91
200,33,187,3,0.3,13,187
2000,33,1775,223,22.3,225,1775
2,34,2,1,0.1,0,2
3,34,3,1,0.1,0,3
100,34,89,31,3.1,11,89
200,34,183,13,1.3,17,183
2000,34,1779,40,4.0,221,1779
2,35,1,1,0.1,1,1
3,35,3,1,0.1,0,3
100,35,87,60,6.0,13,87
200,35,179,67,6.7,21,179
2000,35,1815,27,2.7,185,1815
2,36,2,1,0.1,0,2
3,36,3,1,0.1,0,3
100,36,86,41,4.1,14,86
200,36,179,25,2.5,21,179
2000,36,1780,72,7.2,220,1780
2,37,2,1,0.1,0,2
3,37,1,2,0.2,2,1
100,37,91,16,1.6,9,91
200,37,176,41,4.1,24,176
2000,37,1795,105,10.5,205,1795
2,38,1,1,0.1,1,1
3,38,3,1,0.1,0,3
100,38,89,53,5.3,11,89
200,38,181,52,5.2,19,181
2000,38,1790,268,26.8,210,1790
2,39,1,1,0.1,1,1
3,39,2,1,0.1,1,2
100,39,90,3,0.3,10,90
200,39,183,25,2.5,17,183
2000,39,1779,93,9.3,221,1779
2,40,2,1,0.1,0,2
3,40,3,1,0.1,0,3
100,40,86,20,2.0,14,86
200,40,174,2,0.2,26,174
2000,40,1796,144,14.4,204,1796
2,41,2,1,0.1,0,2
3,41,3,1,0.1,0,3
100,41,89,26,2.6,11,89
200,41,173,34,3.4,27,173
2000,41,1797,203,20.3,203,1797
2,42,1,1,0.1,1,1
3,42,3,1,0.1,0,3
100,42,81,65,6.5,19,81
200,42,180,46,4.6,20,180
2000,42,1597,1995,199.5,403,1597
2,43,2,1,0.1,0,2
3,43,3,1,0.1,0,3
100,43,83,41,4.1,17,83
200,43,177,27,2.7,23,177
2000,43,1807,90,9.0,193,1807
2,44,2,1,0.1,0,2
3,44,2,1,0.1,1,2
100,44,72,98,9.8,28,72
200,44,173,84,8.4,27,173
2000,44,1797,60,6.0,203,1797
2,45,2,1,0.1,0,2
3,45,3,1,0.1,0,3
100,45,90,18,1.8,10,90
200,45,158,161,16.1,42,158
2000,45,1768,281,28.1,232,1768
2,46,2,1,0.1,0,2
3,46,3,1,0.1,0,3
100,46,84,27,2.7,16,84
200,46,176,63,6.3,24,176
2000,46,1784,172,17.2,216,1784
2,47,2,1,0.1,0,2
3,47,3,1,0.1,0,3
100,47,81,56,5.6,19,81
200,47,175,47,4.7,25,175
2000,47,1806,48,4.8,194,1806
2,48,1,1,0.1,1,1
3,48,3,1,0.1,0,3
100,48,87,51,5.1,13,87
200,48,187,33,3.3,13,187
2000,48,1804,108,10.8,196,1804
2,49,1,1,0.1,1,1
3,49,2,1,0.1,1,2
100,49,88,37,3.7,12,88
200,49,177,84,8.4,23,177
2000,49,1777,93,9.3,223,1777
2,50,2,1,0.1,0,2
3,50,3,1,0.1,0,3
100,50,85,75,7.5,15,85
200,50,172,50,5.0,28,172
2000,50,1769,294,29.4,231,1769
2,51,2,1,0.1,0,2
3,51,2,1,0.1,1,2
100,51,85,3,0.3,15,85
200,51,184,17,1.7,16,184
2000,51,1652,1502,150.2,348,1652
2,52,2,1,0.1,0,2
3,52,2,1,0.1,1,2
100,52,89,18,1.8,11,89
200,52,177,10,1.0,23,177
2000,52,1807,75,7.5,193,1807
2,53,2,1,0.1,0,2
3,53,1,1,0.1,2,1
100,53,91,24,2.4,9,91
200,53,176,21,2.1,24,176
2000,53,1771,93,9.3,229,1771
2,54,2,1,0.1,0,2
3,54,1,1,0.1,2,1
100,54,89,3,0.3,11,89
200,54,170,45,4.5,30,170
2000,54,1751,359,35.9,249,1751
2,55,2,1,0.1,0,2
3,55,2,1,0.1,1,2
100,55,88,43,4.3,12,88
200,55,175,49,4.9,25,175
2000,55,1797,89,8.9,203,1797
2,56,2,1,0.1,0,2
3,56,2,1,0.1,1,2
100,56,88,3,0.3,12,88
200,56,173,20,2.0,27,173
2000,56,1782,179,17.9,218,1782
2,57,2,1,0.1,0,2
3,57,3,1,0.1,0,3
100,57,88,48,4.8,12,88
200,57,182,24,2.4,18,182
2000,57,1792,148,14.8,208,1792
2,58,2,1,0.1,0,2
3,58,2,1,0.1,1,2
100,58,84,2,0.2,16,84
200,58,183,20,2.0,17,183
2000,58,1779,150,15.0,221,1779
2,59,2,1,0.1,0,2
3,59,3,1,0.1,0,3
100,59,88,10,1.0,12,88
200,59,184,3,0.3,16,184
2000,59,1784,101,10.1,216,1784
2,60,2,1,0.1,0,2
3,60,2,2,0.2,1,2
100,60,90,35,3.5,10,90
200,60,179,25,2.5,21,179
2000,60,1768,194,19.4,232,1768
2,61,2,1,0.1,0,2
3,61,3,1,0.1,0,3
100,61,88,13,1.3,12,88
200,61,180,39,3.9,20,180
2000,61,1796,16,1.6,204,1796
2,62,2,1,0.1,0,2
3,62,2,1,0.1,1,2
100,62,89,8,0.8,11,89
200,62,177,54,5.4,23,177
2000,62,1784,141,14.1,216,1784
2,63,1,1,0.1,1,1
3,63,2,2,0.2,1,2
100,63,91,9,0.9,9,91
200,63,175,47,4.7,25,175
2000,63,1805,88,8.8,195,1805
2,64,2,1,0.1,0,2
3,64,2,1,0.1,1,2
100,64,86,71,7.1,14,86
200,64,172,87,8.7,28,172
2000,64,1790,47,4.7,210,1790
2,65,2,1,0.1,0,2
3,65,3,1,0.1,0,3
100,65,82,29,2.9,18,82
200,65,171,76,7.6,29,171
2000,65,1792,179,17.9,208,1792
2,66,2,1,0.1,0,2
3,66,3,1,0.1,0,3
100,66,87,25,2.5,13,87
200,66,178,73,7.3,22,178
2000,66,1785,79,7.9,215,1785
2,67,1,1,0.1,1,1
3,67,3,1,0.1,0,3
100,67,90,20,2.0,10,90
200,67,183,14,1.4,17,183
2000,67,1798,54,5.4,202,1798
2,68,2,1,0.1,0,2
3,68,2,1,0.1,1,2
100,68,93,11,1.1,7,93
200,68,180,17,1.7,20,180
2000,68,1815,195,19.5,185,1815
2,69,2,1,0.1,0,2
3,69,2,1,0.1,1,2
100,69,88,40,4.0,12,88
200,69,180,76,7.6,20,180
2000,69,1782,136,13.6,218,1782
2,70,1,1,0.1,1,1
3,70,3,1,0.1,0,3
100,70,85,94,9.4,15,85
200,70,174,56,5.6,26,174
2000,70,1784,103,10.3,216,1784
2,71,2,1,0.1,0,2
3,71,3,1,0.1,0,3
100,71,87,18,1.8,13,87
200,71,178,17,1.7,22,178
2000,71,1790,224,22.4,210,1790
2,72,1,1,0.1,1,1
3,72,3,1,0.1,0,3
100,72,85,55,5.5,15,85
200,72,178,32,3.2,22,178
2000,72,1808,159,15.9,192,1808
2,73,2,1,0.1,0,2
3,73,2,2,0.2,1,2
100,73,78,39,3.9,22,78
200,73,174,19,1.9,26,174
2000,73,1792,103,10.3,208,1792
2,74,1,1,0.1,1,1
3,74,3,1,0.1,0,3
100,74,85,42,4.2,15,85
200,74,177,34,3.4,23,177
2000,74,1793,58,5.8,207,1793
2,75,2,1,0.1,0,2
3,75,3,1,0.1,0,3
100,75,92,45,4.5,8,92
200,75,184,33,3.3,16,184
2000,75,1799,41,4.1,201,1799
2,76,2,1,0.1,0,2
3,76,3,1,0.1,0,3
100,76,88,35,3.5,12,88
200,76,177,8,0.8,23,177
2000,76,1804,85,8.5,196,1804
2,77,2,1,0.1,0,2
3,77,3,1,0.1,0,3
100,77,89,12,1.2,11,89
200,77,175,25,2.5,25,175
2000,77,1813,84,8.4,187,1813
2,78,2,1,0.1,0,2
3,78,3,1,0.1,0,3
100,78,82,31,3.1,18,82
200,78,167,23,2.3,33,167
2000,78,1839,6,0.6,161,1839
2,79,2,1,0.1,0,2
3,79,2,1,0.1,1,2
100,79,91,44,4.4,9,91
200,79,170,105,10.5,30,170
2000,79,1792,153,15.3,208,1792
2,80,1,1,0.1,1,1
3,80,2,1,0.1,1,2
100,80,83,58,5.8,17,83
200,80,185,50,5.0,15,185
2000,80,1771,290,29.0,229,1771
2,81,1,1,0.1,1,1
3,81,3,1,0.1,0,3
100,81,91,24,2.4,9,91
200,81,170,45,4.5,30,170
2000,81,1783,385,38.5,217,1783
2,82,2,1,0.1,0,2
3,82,2,1,0.1,1,2
100,82,75,98,9.8,25,75
200,82,173,52,5.2,27,173
2000,82,1778,86,8.6,222,1778
2,83,2,1,0.1,0,2
3,83,3,1,0.1,0,3
100,83,84,32,3.2,16,84
200,83,178,22,2.2,22,178
2000,83,1796,169,16.9,204,1796
2,84,2,1,0.1,0,2
3,84,3,1,0.1,0,3
100,84,81,39,3.9,19,81
200,84,178,10,1.0,22,178
2000,84,1773,120,12.0,227,1773
2,85,2,1,0.1,0,2
3,85,3,1,0.1,0,3
100,85,84,29,2.9,16,84
200,85,172,51,5.1,28,172
2000,85,1791,140,14.0,209,1791
2,86,1,1,0.1,1,1
3,86,3,1,0.1,0,3
100,86,84,77,7.7,16,84
200,86,172,79,7.9,28,172
2000,86,1776,15,1.5,224,1776
2,87,2,1,0.1,0,2
3,87,2,1,0.1,1,2
100,87,92,3,0.3,8,92
200,87,177,16,1.6,23,177
2000,87,1752,363,36.3,248,1752
2,88,2,1,0.1,0,2
3,88,3,1,0.1,0,3
100,88,90,38,3.8,10,90
200,88,176,9,0.9,24,176
2000,88,1787,164,16.4,213,1787
2,89,2,1,0.1,0,2
3,89,3,1,0.1,0,3
100,89,85,46,4.6,15,85
200,89,173,34,3.4,27,173
2000,89,1783,274,27.4,217,1783
2,90,2,1,0.1,0,2
3,90,3,1,0.1,0,3
100,90,88,46,4.6,12,88
200,90,176,39,3.9,24,176
2000,90,1812,69,6.9,188,1812
2,91,2,1,0.1,0,2
3,91,2,1,0.1,1,2
100,91,89,3,0.3,11,89
200,91,166,14,1.4,34,166
2000,91,1779,107,10.7,221,1779
2,92,2,1,0.1,0,2
3,92,3,1,0.1,0,3
100,92,79,36,3.6,21,79
200,92,177,5,0.5,23,177
2000,92,1777,73,7.3,223,1777
2,93,2,1,0.1,0,2
3,93,3,1,0.1,0,3
100,93,85,30,3.0,15,85
200,93,180,18,1.8,20,180
2000,93,1787,89,8.9,213,1787
2,94,2,1,0.1,0,2
3,94,3,1,0.1,0,3
100,94,87,13,1.3,13,87
200,94,175,38,3.8,25,175
2000,94,1774,139,13.9,226,1774
2,95,2,1,0.1,0,2
3,95,3,1,0.1,0,3
100,95,93,4,0.4,7,93
200,95,176,30,3.0,24,176
2000,95,1805,13,1.3,195,1805
2,96,2,1,0.1,0,2
3,96,3,1,0.1,0,3
100,96,83,51,5.1,17,83
200,96,174,53,5.3,26,174
2000,96,1776,159,15.9,224,1776
2,97,2,1,0.1,0,2
3,97,3,1,0.1,0,3
100,97,83,33,3.3,17,83
200,97,179,26,2.6,21,179
2000,97,1763,143,14.3,237,1763
2,98,2,1,0.1,0,2
3,98,3,1,0.1,0,3
100,98,85,17,1.7,15,85
200,98,179,49,4.9,21,179
2000,98,1778,100,10.0,222,1778
2,99,2,1,0.1,0,2
3,99,2,1,0.1,1,2
100,99,88,18,1.8,12,88
200,99,176,53,5.3,24,176
2000,99,1793,39,3.9,207,1793
2,100,2,1,0.1,0,2
3,100,3,1,0.1,0,3
100,100,83,21,2.1,17,83
200,100,170,112,11.2,30,170
2000,100,1771,252,25.2,229,1771
