Timestep,Average Total Reward,Average Suboptimal Arms,Average Regret,Average Zeros Count,Average Ones Count
2,1.04,1.0,0.010000000000000007,0.96,1.04
3,1.58,1.72,0.010000000000000007,1.42,1.58
100,50.86,49.86,0.25220000000000004,49.14,50.86
200,100.13,100.13,0.5034999999999998,99.87,100.13
2000,996.75,935.49,4.674899999999997,1003.25,996.75
10000,4980.97,4317.68,21.5883,5019.03,4980.97
20000,9958.55,8352.7,41.76430000000001,10041.45,9958.55
40000,19911.68,15190.07,75.95089999999996,20088.32,19911.68
60000,29882.78,21095.77,105.4779,30117.22,29882.78
80000,39858.29,27248.45,136.24040000000002,40141.71,39858.29
100000,49831.17,32217.52,161.08499999999998,50168.83,49831.17
