Time Horizon,Iteration,Total Reward,Suboptimal Arms Count,Total Regret,Zeros Count,Ones Count
2000,9,1797,0,0,203,1797
10000,9,9002,0,0,998,9002
20000,9,17982,0,0,2018,17982
40000,9,36054,0,0,3946,36054
60000,9,54007,0,0,5993,54007
80000,9,72075,0,0,7925,72075
100000,9,90038,0,0,9962,90038
2,10,2,0,0,0,2
3,10,3,0,0,0,3
100,10,95,0,0,5,95
200,10,182,0,0,18,182
2000,10,1775,0,0,225,1775
10000,10,8993,0,0,1007,8993
20000,10,18046,0,0,1954,18046
40000,10,36115,0,0,3885,36115
60000,10,54025,0,0,5975,54025
80000,10,72163,0,0,7837,72163
100000,10,90046,0,0,9954,90046
2,11,2,0,0,0,2
3,11,1,0,0,2,1
100,11,91,0,0,9,91
200,11,177,0,0,23,177
2000,11,1793,0,0,207,1793
10000,11,9029,0,0,971,9029
20000,11,18071,0,0,1929,18071
40000,11,35977,0,0,4023,35977
60000,11,53934,0,0,6066,53934
80000,11,72066,0,0,7934,72066
100000,11,89793,0,0,10207,89793
2,12,1,0,0,1,1
3,12,2,0,0,1,2
100,12,91,0,0,9,91
200,12,177,0,0,23,177
2000,12,1785,0,0,215,1785
10000,12,9017,0,0,983,9017
20000,12,18000,0,0,2000,18000
40000,12,35965,0,0,4035,35965
60000,12,53975,0,0,6025,53975
80000,12,71839,0,0,8161,71839
100000,12,89912,0,0,10088,89912
2,13,2,0,0,0,2
3,13,3,0,0,0,3
100,13,90,0,0,10,90
200,13,182,0,0,18,182
2000,13,1802,0,0,198,1802
10000,13,8998,0,0,1002,8998
20000,13,18025,0,0,1975,18025
40000,13,36086,0,0,3914,36086
60000,13,53941,0,0,6059,53941
80000,13,72072,0,0,7928,72072
100000,13,90251,0,0,9749,90251
2,14,2,0,0,0,2
3,14,2,0,0,1,2
100,14,87,0,0,13,87
200,14,185,0,0,15,185
2000,14,1806,0,0,194,1806
10000,14,8955,0,0,1045,8955
20000,14,18007,0,0,1993,18007
40000,14,35985,0,0,4015,35985
60000,14,54028,0,0,5972,54028
80000,14,72034,0,0,7966,72034
100000,14,90120,0,0,9880,90120
2,15,2,0,0,0,2
3,15,3,0,0,0,3
100,15,89,0,0,11,89
200,15,184,0,0,16,184
2000,15,1816,0,0,184,1816
10000,15,8955,0,0,1045,8955
20000,15,17953,0,0,2047,17953
40000,15,36045,0,0,3955,36045
60000,15,54013,0,0,5987,54013
80000,15,72002,0,0,7998,72002
100000,15,90098,0,0,9902,90098
2,16,2,0,0,0,2
3,16,3,0,0,0,3
100,16,95,0,0,5,95
200,16,180,0,0,20,180
2000,16,1772,0,0,228,1772
10000,16,9009,0,0,991,9009
20000,16,17961,0,0,2039,17961
40000,16,36075,0,0,3925,36075
60000,16,53940,0,0,6060,53940
80000,16,72024,0,0,7976,72024
100000,16,90100,0,0,9900,90100
2,17,1,0,0,1,1
3,17,1,0,0,2,1
100,17,91,0,0,9,91
200,17,176,0,0,24,176
2000,17,1809,0,0,191,1809
10000,17,8999,0,0,1001,8999
20000,17,17918,0,0,2082,17918
40000,17,36017,0,0,3983,36017
60000,17,53878,0,0,6122,53878
80000,17,72097,0,0,7903,72097
100000,17,90048,0,0,9952,90048
2,18,2,0,0,0,2
3,18,3,0,0,0,3
100,18,93,0,0,7,93
200,18,186,0,0,14,186
2000,18,1796,0,0,204,1796
10000,18,8964,0,0,1036,8964
20000,18,18004,0,0,1996,18004
40000,18,36051,0,0,3949,36051
60000,18,53960,0,0,6040,53960
80000,18,71947,0,0,8053,71947
100000,18,90051,0,0,9949,90051
2,19,2,0,0,0,2
