Timestep,Average Total Reward,Average Suboptimal Arms,Average Regret,Average Zeros Count,Average Ones Count
2,1.66,1.95,0.19499999999999965,0.34,1.66
3,2.47,2.93,0.29300000000000037,0.53,2.47
100,83.54,57.7,5.770000000000001,16.46,83.54
200,170.35,88.45,8.845,29.65,170.35
2000,1774.55,228.49,22.849,225.45,1774.55
10000,8954.36,436.72,43.67199999999999,1045.64,8954.36
20000,17928.24,690.16,69.016,2071.76,17928.24
40000,35876.77,1185.1,118.51,4123.23,35876.77
60000,53829.42,1687.3,168.73,6170.58,53829.42
80000,71773.6,2184.92,218.49200000000002,8226.4,71773.6
100000,89722.85,2683.09,268.30899999999997,10277.15,89722.85
