Timestep,Iteration,Total Reward,Suboptimal Arms Count,Total Regret,Zeros Count,Ones Count
2,1.03,1.0,0.01,0.9700000000000001,1.03
3,1.57,1.2699999999999998,0.01,1.43,1.57
100,49.70333333333334,50.406666666666666,0.2546,50.29666666666666,49.70333333333334
200,100.04,98.3,0.49403333333333327,99.96,100.04
2000,996.3833333333333,915.9533333333333,4.577666666666666,1003.6166666666667,996.3833333333333
10000,4983.8966666666665,3931.7433333333333,19.6587,5016.1033333333335,4983.8966666666665
20000,9966.199999999999,7386.596666666667,36.93333333333334,10033.800000000001,9966.199999999999
40000,19926.626666666667,13891.293333333335,69.4565,20073.373333333333,19926.626666666667
60000,29897.3,19191.92333333333,95.95896666666664,30102.7,29897.3
80000,39874.72666666667,23511.190000000002,117.55449999999998,40125.27333333333,39874.72666666667
100000,49849.78333333333,27968.12,139.83906666666664,50150.21666666667,49849.78333333333
