Timestep,Average Total Reward,Average Suboptimal Arms,Average Regret,Average Zeros Count,Average Ones Count
2,0.95,1.0,0.010000000000000007,1.05,0.95
3,1.46,1.0,0.010000000000000007,1.54,1.46
100,49.79,50.0,0.25,50.21,49.79
200,99.22,100.0,0.5,100.78,99.22
2000,994.71,1000.0,5.0,1005.29,994.71
10000,4977.1,3963.47,19.817100000000007,5022.9,4977.1
20000,9965.84,7544.27,37.72030000000001,10034.16,9965.84
40000,19921.47,14609.31,73.0456,20078.53,19921.47
60000,29887.03,21603.83,108.01809999999995,30112.97,29887.03
80000,39854.94,28565.73,142.82769999999996,40145.06,39854.94
100000,49826.96,35565.73,177.8277,50173.04,49826.96
