Timestep,Average Total Reward,Average Suboptimal Arms,Average Regret,Average Zeros Count,Average Ones Count
2,1.69,1.0,0.09999999999999981,0.31,1.69
3,2.58,1.0,0.09999999999999981,0.42,2.58
100,84.62,50.0,5.0,15.38,84.62
200,169.48,100.0,10.0,30.52,169.48
2000,1699.76,1000.0,100.0,300.24,1699.76
10000,8900.32,1000.0,100.0,1099.68,8900.32
20000,17906.46,1000.0,100.0,2093.54,17906.46
40000,35911.43,1000.0,100.0,4088.57,35911.43
60000,53911.72,1000.0,100.0,6088.28,53911.72
80000,71906.31,1000.0,100.0,8093.69,71906.31
100000,89901.95,1000.0,100.0,10098.05,89901.95
