Timestep,Average Total Reward,Average Suboptimal Arms,Average Regret,Average Zeros Count,Average Ones Count
2,1.82,1.0,0.010000000000000007,0.18,1.82
3,2.74,1.95,0.010000000000000007,0.26,2.74
100,89.9,49.93,0.25140000000000007,10.1,89.9
200,179.63,99.61,0.5002,20.37,179.63
2000,1797.58,968.93,4.8420000000000005,202.42,1797.58
10000,8980.44,4306.36,21.531699999999997,1019.56,8980.44
20000,17963.96,8031.26,40.15760000000002,2036.04,17963.96
40000,35938.76,14043.12,70.21700000000004,4061.24,35938.76
60000,53908.26,19120.41,95.60089999999998,6091.74,53908.26
80000,71890.15,23387.71,116.93570000000005,8109.85,71890.15
100000,89867.36,27566.61,137.83049999999994,10132.64,89867.36
