Timestep,Average Total Reward,Average Suboptimal Arms,Average Regret,Average Zeros Count,Average Ones Count
2,1.73,1.0,0.09999999999999981,0.27,1.73
3,2.54,1.86,0.18599999999999967,0.46,2.54
100,86.61,32.91,3.2909999999999986,13.39,86.61
200,173.26,64.41,6.441,26.74,173.26
2000,1737.33,631.41,63.14100000000001,262.67,1737.33
10000,8687.16,3151.41,315.14099999999996,1312.84,8687.16
20000,17369.39,6301.41,630.141,2630.61,17369.39
40000,34740.59,12601.41,1260.1410000000003,5259.41,34740.59
60000,52101.95,18901.41,1890.141,7898.05,52101.95
80000,69472.74,25201.41,2520.141,10527.26,69472.74
100000,86853.2,31501.41,3150.1410000000014,13146.8,86853.2
