Timestep,Iteration,Total Reward,Suboptimal Arms Count,Total Regret,Zeros Count,Ones Count
2,1.0766666666666669,1.0,0.01,0.9233333333333333,1.0766666666666669
3,1.5933333333333335,1.76,0.01,1.4066666666666665,1.5933333333333335
100,50.423333333333325,50.410000000000004,0.25486666666666663,49.576666666666675,50.423333333333325
200,100.17333333333333,99.65000000000002,0.5009,99.82666666666667,100.17333333333333
2000,994.5300000000001,920.8066666666667,4.601966666666666,1005.4699999999999,994.5300000000001
10000,4980.11,4116.803333333333,20.583966666666665,5019.89,4980.11
20000,9958.933333333332,7663.666666666667,38.318633333333345,10041.066666666668,9958.933333333332
40000,19919.606666666667,13557.039999999999,67.78553333333332,20080.393333333333,19919.606666666667
60000,29895.426666666666,18610.096666666668,93.04943333333335,30104.573333333334,29895.426666666666
80000,39873.55,23352.633333333335,116.7619666666667,40126.45,39873.55
100000,49852.543333333335,27208.536666666667,136.04113333333333,50147.456666666665,49852.543333333335
