Timestep,Average Total Reward,Average Suboptimal Arms,Average Regret,Average Zeros Count,Average Ones Count
2,1.7291769605027503,1.0,0.09999999999999981,0.9,1.1
3,2.6407331196629804,1.0,0.09999999999999981,1.42,1.58
100,85.07864034707974,50.0,5.0,49.75,50.25
200,169.84927796800378,98.61,9.860999999999999,100.29,99.71
2000,1745.9400119914842,536.68,53.66800000000003,998.19,1001.81
10000,8879.731111699193,1197.3,119.73000000000002,5000.32,4999.68
20000,17844.45197462294,1516.89,151.68900000000002,10001.94,9998.06
40000,35810.336423584915,1850.81,185.08100000000002,20009.25,19990.75
60000,53798.05148542217,2044.29,204.42900000000006,29993.12,30006.88
80000,71787.31938487104,2170.57,217.05700000000007,39995.98,40004.02
100000,89780.19192107144,2275.89,227.58899999999997,49995.6,50004.4
