Time Horizon,Iteration,Total Reward,Suboptimal Arms Count,Total Regret,Zeros Count,Ones Count
20000,24,17873,9495,47.48,2127,17873
40000,24,35947,11204,56.02,4053,35947
60000,24,54016,12329,61.65,5984,54016
80000,24,71974,18655,93.27,8026,71974
100000,24,89770,39759,198.79,10230,89770
2,25,1,1,0.01,1,1
3,25,3,1,0.01,0,3
100,25,89,43,0.22,11,89
200,25,186,79,0.4,14,186
2000,25,1792,1212,6.06,208,1792
10000,25,8941,4910,24.55,1059,8941
20000,25,17982,5236,26.18,2018,17982
40000,25,35849,13837,69.19,4151,35849
60000,25,53915,14171,70.86,6085,53915
80000,25,71920,31225,156.12,8080,71920
100000,25,89828,26650,133.25,10172,89828
2,26,2,1,0.01,0,2
3,26,2,2,0.01,1,2
100,26,93,68,0.34,7,93
200,26,178,110,0.55,22,178
2000,26,1808,1215,6.07,192,1808
10000,26,8994,3135,15.68,1006,8994
20000,26,18012,4548,22.74,1988,18012
40000,26,36007,8818,44.09,3993,36007
60000,26,54010,21353,106.76,5990,54010
80000,26,71831,22368,111.84,8169,71831
100000,26,89686,45097,225.48,10314,89686
2,27,1,1,0.01,1,1
3,27,3,1,0.01,0,3
100,27,91,55,0.28,9,91
200,27,186,116,0.58,14,186
2000,27,1810,725,3.62,190,1810
10000,27,9008,3430,17.15,992,9008
20000,27,17963,4617,23.08,2037,17963
40000,27,36071,9310,46.55,3929,36071
60000,27,53847,17527,87.63,6153,53847
80000,27,71964,27641,138.2,8036,71964
100000,27,89881,18616,93.08,10119,89881
2,28,2,1,0.01,0,2
3,28,2,1,0.01,1,2
100,28,92,50,0.25,8,92
200,28,179,162,0.81,21,179
2000,28,1818,1387,6.93,182,1818
10000,28,8944,5038,25.19,1056,8944
20000,28,17921,7419,37.1,2079,17921
40000,28,35910,11595,57.98,4090,35910
60000,28,53997,32869,164.34,6003,53997
80000,28,71935,17784,88.92,8065,71935
100000,28,89895,24254,121.27,10105,89895
2,29,2,1,0.01,0,2
3,29,2,1,0.01,1,2
100,29,89,26,0.13,11,89
200,29,174,198,0.99,26,174
2000,29,1798,924,4.62,202,1798
10000,29,8960,4701,23.5,1040,8960
20000,29,17963,5761,28.8,2037,17963
40000,29,36005,12818,64.09,3995,36005
60000,29,53933,16836,84.18,6067,53933
80000,29,71814,25242,126.21,8186,71814
100000,29,89811,16890,84.45,10189,89811
2,30,2,1,0.01,0,2
3,30,3,1,0.01,0,3
100,30,92,47,0.24,8,92
200,30,176,56,0.28,24,176
2000,30,1803,652,3.26,197,1803
10000,30,8997,4370,21.85,1003,8997
20000,30,17913,10818,54.09,2087,17913
40000,30,35810,15642,78.21,4190,35810
60000,30,54071,16479,82.39,5929,54071
80000,30,71883,23417,117.08,8117,71883
100000,30,89794,18117,90.58,10206,89794
2,31,2,1,0.01,0,2
3,31,3,1,0.01,0,3
100,31,88,61,0.31,12,88
200,31,182,43,0.22,18,182
2000,31,1811,796,3.98,189,1811
10000,31,8918,4363,21.81,1082,8918
20000,31,18003,7162,35.81,1997,18003
40000,31,35853,12145,60.73,4147,35853
60000,31,53930,21135,105.67,6070,53930
80000,31,72021,22672,113.36,7979,72021
100000,31,89847,32686,163.43,10153,89847
2,32,1,1,0.01,1,1
3,32,3,1,0.01,0,3
100,32,92,77,0.39,8,92
200,32,179,61,0.31,21,179
2000,32,1794,728,3.64,206,1794
10000,32,8980,1969,9.85,1020,8980
20000,32,17951,3959,19.8,2049,17951
40000,32,35901,13417,67.09,4099,35901
60000,32,53919,17112,85.56,6081,53919
80000,32,71895,15706,78.53,8105,71895
100000,32,89789,29732,148.66,10211,89789
2,33,1,1,0.01,1,1
3,33,3,1,0.01,0,3
100,33,93,31,0.16,7,93
200,33,181,114,0.57,19,181
2000,33,1799,1021,5.1,201,1799
10000,33,8960,3378,16.89,1040,8960
20000,33,17904,8731,43.66,2096,17904
40000,33,35886,9214,46.07,4114,35886
60000,33,53832,20209,101.04,6168,53832
80000,33,71956,26300,131.5,8044,71956
100000,33,89905,30431,152.15,10095,89905
2,34,1,1,0.01,1,1
3,34,2,2,0.01,1,2
100,34,93,75,0.38,7,93
200,34,176,59,0.3,24,176
2000,34,1784,753,3.76,216,1784
10000,34,9001,2111,10.56,999,9001
20000,34,17972,7925,39.63,2028,17972
40000,34,35860,12686,63.43,4140,35860
60000,34,53875,18920,94.6,6125,53875
80000,34,71799,29998,149.99,8201,71799
100000,34,90030,22358,111.79,9970,90030
2,35,0,1,0.01,2,0
3,35,3,1,0.01,0,3
100,35,97,55,0.28,3,97
200,35,180,106,0.53,20,180
2000,35,1791,1129,5.64,209,1791
10000,35,8954,4391,21.95,1046,8954
20000,35,18007,5020,25.1,1993,18007
40000,35,35899,18060,90.3,4101,35899
60000,35,53771,14998,74.99,6229,53771
80000,35,71858,19958,99.79,8142,71858
100000,35,89828,35202,176.01,10172,89828
2,36,2,1,0.01,0,2
3,36,3,1,0.01,0,3
100,36,86,5,0.03,14,86
200,36,186,71,0.36,14,186
2000,36,1810,987,4.93,190,1810
10000,36,9009,2210,11.05,991,9009
20000,36,17906,11107,55.54,2094,17906
40000,36,36041,9659,48.3,3959,36041
60000,36,53915,18353,91.76,6085,53915
80000,36,71885,14319,71.6,8115,71885
100000,36,89617,46788,233.94,10383,89617
2,37,2,1,0.01,0,2
3,37,3,1,0.01,0,3
100,37,90,57,0.29,10,90
200,37,173,127,0.64,27,173
2000,37,1797,576,2.88,203,1797
10000,37,8991,4604,23.02,1009,8991
20000,37,17911,7982,39.91,2089,17911
40000,37,35876,12043,60.22,4124,35876
60000,37,53936,10546,52.73,6064,53936
80000,37,72018,18181,90.9,7982,72018
100000,37,89922,21376,106.88,10078,89922
2,38,2,1,0.01,0,2
3,38,2,2,0.01,1,2
100,38,88,19,0.1,12,88
200,38,181,153,0.77,19,181
2000,38,1804,948,4.74,196,1804
10000,38,9005,3088,15.44,995,9005
20000,38,17959,6369,31.84,2041,17959
40000,38,35883,17614,88.07,4117,35883
60000,38,53938,19344,96.72,6062,53938
80000,38,71954,29569,147.84,8046,71954
100000,38,89833,28872,144.36,10167,89833
2,39,2,1,0.01,0,2
3,39,2,1,0.01,1,2
100,39,90,52,0.26,10,90
200,39,184,131,0.66,16,184
2000,39,1791,785,3.92,209,1791
10000,39,9024,3435,17.18,976,9024
20000,39,17933,10661,53.31,2067,17933
40000,39,35869,9452,47.26,4131,35869
60000,39,53919,23011,115.05,6081,53919
80000,39,72001,17571,87.85,7999,72001
100000,39,89586,41671,208.35,10414,89586
2,40,2,1,0.01,0,2
3,40,3,1,0.01,0,3
100,40,85,54,0.27,15,85
200,40,182,113,0.57,18,182
2000,40,1803,978,4.89,197,1803
10000,40,8954,2921,14.61,1046,8954
20000,40,18052,4721,23.6,1948,18052
40000,40,35862,8790,43.95,4138,35862
60000,40,53912,19016,95.08,6088,53912
80000,40,72002,14256,71.28,7998,72002
100000,40,89829,28370,141.85,10171,89829
2,41,2,1,0.01,0,2
3,41,2,2,0.01,1,2
100,41,88,77,0.39,12,88
200,41,176,96,0.48,24,176
2000,41,1786,1400,7.0,214,1786
10000,41,8953,5418,27.09,1047,8953
20000,41,17984,7048,35.24,2016,17984
40000,41,35946,8824,44.12,4054,35946
60000,41,53980,17311,86.55,6020,53980
80000,41,71875,19667,98.33,8125,71875
100000,41,89706,23713,118.56,10294,89706
2,42,2,1,0.01,0,2
3,42,3,1,0.01,0,3
100,42,92,76,0.38,8,92
200,42,172,129,0.65,28,172
2000,42,1774,1029,5.14,226,1774
10000,42,8985,4044,20.22,1015,8985
20000,42,17997,8924,44.62,2003,17997
40000,42,35957,8757,43.79,4043,35957
60000,42,53778,19879,99.39,6222,53778
80000,42,71904,22644,113.22,8096,71904
100000,42,89801,26177,130.88,10199,89801
2,43,1,1,0.01,1,1
3,43,2,2,0.01,1,2
100,43,92,50,0.25,8,92
200,43,185,98,0.49,15,185
2000,43,1799,902,4.51,201,1799
10000,43,8955,3856,19.28,1045,8955
20000,43,17937,6826,34.13,2063,17937
40000,43,35800,12919,64.6,4200,35800
60000,43,53894,20438,102.19,6106,53894
80000,43,71947,23367,116.83,8053,71947
100000,43,89752,39423,197.11,10248,89752
2,44,2,1,0.01,0,2
3,44,3,1,0.01,0,3
100,44,88,35,0.18,12,88
200,44,176,68,0.34,24,176
2000,44,1789,603,3.01,211,1789
10000,44,9002,3966,19.83,998,9002
20000,44,17962,5915,29.57,2038,17962
40000,44,35993,17099,85.49,4007,35993
60000,44,53905,16788,83.94,6095,53905
80000,44,71860,24131,120.65,8140,71860
100000,44,89982,48404,242.02,10018,89982
2,45,2,1,0.01,0,2
3,45,3,1,0.01,0,3
100,45,91,52,0.26,9,91
200,45,183,127,0.64,17,183
2000,45,1811,839,4.19,189,1811
10000,45,9062,2402,12.01,938,9062
20000,45,17902,11874,59.37,2098,17902
40000,45,36087,12004,60.02,3913,36087
60000,45,53862,21261,106.3,6138,53862
80000,45,72093,23535,117.67,7907,72093
100000,45,89871,20581,102.9,10129,89871
2,46,1,1,0.01,1,1
3,46,2,1,0.01,1,2
100,46,87,20,0.1,13,87
200,46,181,64,0.32,19,181
2000,46,1797,780,3.9,203,1797
10000,46,8980,2871,14.36,1020,8980
20000,46,18068,10555,52.78,1932,18068
40000,46,36032,7953,39.77,3968,36032
60000,46,53821,19372,96.86,6179,53821
80000,46,71956,16536,82.68,8044,71956
100000,46,89859,46675,233.37,10141,89859
2,47,2,1,0.01,0,2
3,47,2,1,0.01,1,2
100,47,91,93,0.47,9,91
200,47,180,69,0.35,20,180
2000,47,1793,1441,7.2,207,1793
10000,47,9011,2959,14.8,989,9011
20000,47,17917,6477,32.38,2083,17917
40000,47,36009,12200,61.0,3991,36009
60000,47,53852,7359,36.8,6148,53852
80000,47,71777,36741,183.7,8223,71777
100000,47,89790,31863,159.31,10210,89790
2,48,2,1,0.01,0,2
3,48,1,1,0.01,2,1
100,48,87,45,0.23,13,87
200,48,182,60,0.3,18,182
2000,48,1772,1093,5.46,228,1772
10000,48,8982,3711,18.56,1018,8982
20000,48,17959,4906,24.53,2041,17959
40000,48,35953,11877,59.39,4047,35953
60000,48,53947,19340,96.7,6053,53947
80000,48,71880,26213,131.06,8120,71880
100000,48,89888,26676,133.38,10112,89888
2,49,2,1,0.01,0,2
3,49,2,1,0.01,1,2
100,49,94,52,0.26,6,94
200,49,180,198,0.99,20,180
2000,49,1795,1020,5.1,205,1795
10000,49,8973,3799,19.0,1027,8973
20000,49,17899,10486,52.43,2101,17899
40000,49,35884,9945,49.73,4116,35884
60000,49,53872,17025,85.12,6128,53872
80000,49,71892,27095,135.47,8108,71892
100000,49,89989,27819,139.09,10011,89989
2,50,2,1,0.01,0,2
3,50,3,1,0.01,0,3
100,50,92,56,0.28,8,92
200,50,182,15,0.08,18,182
2000,50,1812,773,3.86,188,1812
10000,50,8979,2415,12.08,1021,8979
20000,50,17964,5891,29.45,2036,17964
40000,50,35859,21739,108.69,4141,35859
60000,50,53918,13586,67.93,6082,53918
80000,50,71884,19993,99.96,8116,71884
100000,50,89926,47827,239.13,10074,89926
2,51,2,1,0.01,0,2
3,51,3,1,0.01,0,3
100,51,91,36,0.18,9,91
200,51,184,68,0.34,16,184
2000,51,1795,823,4.11,205,1795
10000,51,8974,4112,20.56,1026,8974
20000,51,18000,7118,35.59,2000,18000
40000,51,35904,21747,108.73,4096,35904
60000,51,53999,9888,49.44,6001,53999
80000,51,71762,22896,114.48,8238,71762
100000,51,89741,14331,71.66,10259,89741
2,52,2,1,0.01,0,2
3,52,2,2,0.01,1,2
100,52,85,8,0.04,15,85
200,52,180,63,0.32,20,180
2000,52,1795,178,0.89,205,1795
10000,52,8939,5097,25.48,1061,8939
20000,52,17948,9100,45.5,2052,17948
40000,52,35966,8770,43.85,4034,35966
60000,52,53830,14807,74.04,6170,53830
80000,52,71770,35863,179.31,8230,71770
100000,52,89985,13615,68.08,10015,89985
2,53,2,1,0.01,0,2
3,53,3,1,0.01,0,3
100,53,88,69,0.35,12,88
200,53,172,46,0.23,28,172
2000,53,1791,948,4.74,209,1791
10000,53,8969,3535,17.68,1031,8969
20000,53,18062,5164,25.82,1938,18062
40000,53,35972,13629,68.15,4028,35972
60000,53,53952,22341,111.7,6048,53952
80000,53,71922,32465,162.32,8078,71922
100000,53,89838,23574,117.87,10162,89838
2,54,2,1,0.01,0,2
3,54,3,1,0.01,0,3
100,54,95,50,0.25,5,95
200,54,180,82,0.41,20,180
2000,54,1792,1162,5.81,208,1792
10000,54,9038,2718,13.59,962,9038
20000,54,17995,8471,42.36,2005,17995
40000,54,35872,17292,86.46,4128,35872
60000,54,53734,20626,103.13,6266,53734
80000,54,71925,20365,101.82,8075,71925
100000,54,89830,30988,154.94,10170,89830
2,55,2,1,0.01,0,2
3,55,2,2,0.01,1,2
100,55,92,50,0.25,8,92
200,55,179,145,0.73,21,179
2000,55,1783,989,4.94,217,1783
10000,55,8937,2754,13.77,1063,8937
20000,55,18001,5928,29.64,1999,18001
40000,55,35958,8569,42.85,4042,35958
60000,55,53940,10599,53.0,6060,53940
80000,55,71928,19052,95.26,8072,71928
100000,55,89863,29970,149.85,10137,89863
2,56,1,1,0.01,1,1
3,56,3,1,0.01,0,3
100,56,93,39,0.2,7,93
200,56,182,33,0.17,18,182
2000,56,1811,569,2.84,189,1811
10000,56,9023,4055,20.28,977,9023
20000,56,17931,5476,27.38,2069,17931
40000,56,36066,12713,63.57,3934,36066
60000,56,53915,13845,69.23,6085,53915
80000,56,71843,26538,132.69,8157,71843
100000,56,90068,9329,46.65,9932,90068
2,57,2,1,0.01,0,2
3,57,3,1,0.01,0,3
100,57,93,62,0.31,7,93
200,57,179,84,0.42,21,179
2000,57,1790,793,3.96,210,1790
10000,57,8977,5264,26.32,1023,8977
20000,57,17988,8708,43.54,2012,17988
40000,57,35830,19184,95.92,4170,35830
60000,57,53816,20872,104.36,6184,53816
80000,57,71876,23657,118.28,8124,71876
100000,57,89921,39050,195.25,10079,89921
2,58,2,1,0.01,0,2
3,58,2,1,0.01,1,2
100,58,92,80,0.4,8,92
200,58,178,64,0.32,22,178
2000,58,1780,1196,5.98,220,1780
10000,58,8965,3563,17.82,1035,8965
20000,58,17958,5844,29.22,2042,17958
40000,58,35973,12564,62.82,4027,35973
60000,58,53871,14147,70.74,6129,53871
80000,58,71821,25799,128.99,8179,71821
100000,58,89893,26270,131.35,10107,89893
2,59,2,1,0.01,0,2
3,59,3,1,0.01,0,3
100,59,90,37,0.19,10,90
200,59,174,196,0.98,26,174
2000,59,1804,683,3.41,196,1804
10000,59,8936,3765,18.83,1064,8936
20000,59,18018,8413,42.07,1982,18018
40000,59,35967,9594,47.97,4033,35967
60000,59,53944,19506,97.53,6056,53944
80000,59,71847,12062,60.31,8153,71847
100000,59,89730,28859,144.29,10270,89730
2,60,2,1,0.01,0,2
3,60,3,1,0.01,0,3
100,60,89,80,0.4,11,89
200,60,184,77,0.39,16,184
2000,60,1800,741,3.7,200,1800
10000,60,9004,5164,25.82,996,9004
20000,60,17921,10227,51.14,2079,17921
40000,60,35960,10948,54.74,4040,35960
60000,60,53869,20733,103.66,6131,53869
80000,60,71813,26818,134.09,8187,71813
100000,60,89907,16436,82.18,10093,89907
2,61,2,1,0.01,0,2
3,61,3,1,0.01,0,3
100,61,92,49,0.25,8,92
200,61,176,152,0.76,24,176
2000,61,1806,1151,5.75,194,1806
10000,61,8972,3251,16.26,1028,8972
20000,61,17976,10144,50.72,2024,17976
40000,61,35930,19846,99.23,4070,35930
60000,61,53963,18303,91.51,6037,53963
80000,61,71851,26513,132.56,8149,71851
100000,61,89914,19654,98.27,10086,89914
2,62,2,1,0.01,0,2
3,62,3,1,0.01,0,3
100,62,91,68,0.34,9,91
200,62,181,49,0.25,19,181
2000,62,1807,3,0.02,193,1807
10000,62,9025,3430,17.15,975,9025
20000,62,17939,7961,39.81,2061,17939
40000,62,36028,16513,82.56,3972,36028
60000,62,53828,17352,86.76,6172,53828
80000,62,71771,33732,168.66,8229,71771
100000,62,89785,42931,214.65,10215,89785
2,63,2,1,0.01,0,2
3,63,3,1,0.01,0,3
100,63,89,28,0.14,11,89
200,63,179,56,0.28,21,179
2000,63,1810,1011,5.05,190,1810
10000,63,9021,3178,15.89,979,9021
20000,63,17952,5889,29.44,2048,17952
40000,63,36029,9764,48.82,3971,36029
60000,63,53940,8893,44.47,6060,53940
80000,63,71736,15687,78.44,8264,71736
100000,63,89798,17223,86.11,10202,89798
2,64,2,1,0.01,0,2
3,64,1,1,0.01,2,1
100,64,95,59,0.3,5,95
200,64,180,99,0.5,20,180
2000,64,1806,1501,7.5,194,1806
10000,64,8953,3797,18.99,1047,8953
20000,64,17959,11550,57.75,2041,17959
40000,64,36026,7906,39.53,3974,36026
60000,64,53878,17938,89.69,6122,53878
80000,64,71836,30612,153.06,8164,71836
100000,64,89932,18608,93.04,10068,89932
2,65,2,1,0.01,0,2
3,65,3,1,0.01,0,3
100,65,88,36,0.18,12,88
200,65,178,131,0.66,22,178
2000,65,1793,1211,6.05,207,1793
10000,65,8993,4059,20.3,1007,8993
20000,65,17981,10108,50.54,2019,17981
40000,65,36012,19132,95.66,3988,36012
60000,65,53898,16877,84.38,6102,53898
80000,65,71885,24888,124.44,8115,71885
100000,65,89887,34352,171.76,10113,89887
2,66,2,1,0.01,0,2
3,66,3,1,0.01,0,3
100,66,95,36,0.18,5,95
200,66,180,86,0.43,20,180
2000,66,1791,1102,5.51,209,1791
10000,66,8967,4843,24.21,1033,8967
20000,66,18003,9554,47.77,1997,18003
40000,66,35977,19122,95.61,4023,35977
60000,66,54004,15740,78.7,5996,54004
80000,66,72016,16809,84.04,7984,72016
100000,66,89884,29021,145.1,10116,89884
2,67,2,1,0.01,0,2
3,67,3,1,0.01,0,3
100,67,90,44,0.22,10,90
200,67,189,110,0.55,11,189
2000,67,1788,950,4.75,212,1788
