Timestep,Average Total Reward,Average Suboptimal Arms,Average Regret,Average Zeros Count,Average Ones Count
2,1.12,1.0,0.010000000000000007,0.88,1.12
3,1.64,1.74,0.010000000000000007,1.36,1.64
100,48.82,50.65,0.2552,51.18,48.82
200,99.52,100.61,0.5054,100.48,99.52
2000,991.65,992.91,4.962000000000001,1008.35,991.65
10000,4970.69,4582.54,22.912200000000002,5029.31,4970.69
20000,9954.14,8487.39,42.437999999999995,10045.86,9954.14
40000,19927.42,15213.49,76.0675,20072.58,19927.42
60000,29893.39,21327.7,106.63679999999997,30106.61,29893.39
80000,39869.96,26556.34,132.7792,40130.04,39869.96
100000,49848.07,31769.42,158.84489999999994,50151.93,49848.07
