Timestep,Average Total Reward,Average Suboptimal Arms,Average Regret,Average Zeros Count,Average Ones Count
2,1.61,1.0,0.09999999999999981,0.39,1.61
3,2.5,1.1,0.1099999999999998,0.5,2.5
100,85.1,46.03,4.603,14.9,85.1
200,171.32,84.58,8.458000000000004,28.68,171.32
2000,1762.97,366.0,36.600000000000016,237.03,1762.97
10000,8940.03,604.55,60.455,1059.97,8940.03
20000,17929.86,696.94,69.69400000000002,2070.14,17929.86
40000,35914.7,779.55,77.95500000000001,4085.3,35914.7
60000,53919.04,826.29,82.62900000000002,6080.96,53919.04
80000,71923.8,856.46,85.64600000000004,8076.2,71923.8
100000,89920.33,884.52,88.45200000000001,10079.67,89920.33
