Timestep,Average Total Reward,Average Suboptimal Arms,Average Regret,Average Zeros Count,Average Ones Count
2,1.68,1.0,0.09999999999999981,0.32,1.68
3,2.59,1.06,0.10599999999999982,0.41,2.59
100,86.22,39.03,3.902999999999999,13.78,86.22
200,172.61,69.46,6.946000000000002,27.39,172.61
2000,1760.46,393.19,39.31899999999999,239.54,1760.46
10000,8914.27,886.62,88.66200000000002,1085.73,8914.27
20000,17884.41,1161.32,116.132,2115.59,17884.41
40000,35851.81,1435.79,143.57899999999998,4148.19,35851.81
60000,53835.16,1587.02,158.702,6164.84,53835.16
80000,71825.9,1697.59,169.75899999999993,8174.1,71825.9
100000,89816.37,1781.6,178.16,10183.63,89816.37
