Timestep,Iteration,Total Reward,Suboptimal Arms Count,Total Regret,Zeros Count,Ones Count
2,1,2,1,0.01,0,2
3,1,3,1,0.01,0,3
100,1,93,50,0.25,7,93
200,1,180,100,0.5,20,180
2000,1,1804,1000,5.0,196,1804
10000,1,8970,2060,10.3,1030,8970
20000,1,17933,9943,49.72,2067,17933
40000,1,35853,29943,149.71,4147,35853
60000,1,53728,49943,249.71,6272,53728
80000,1,71676,69943,349.71,8324,71676
100000,1,89558,89943,449.71,10442,89558
2,2,2,1,0.01,0,2
3,2,3,1,0.01,0,3
100,2,92,50,0.25,8,92
200,2,182,100,0.5,18,182
2000,2,1784,1000,5.0,216,1784
10000,2,8993,1000,5.0,1007,8993
20000,2,17966,1000,5.0,2034,17966
40000,2,35956,1000,5.0,4044,35956
60000,2,53923,1000,5.0,6077,53923
80000,2,71887,1000,5.0,8113,71887
100000,2,89885,1000,5.0,10115,89885
2,3,2,1,0.01,0,2
3,3,3,1,0.01,0,3
100,3,90,50,0.25,10,90
200,3,185,100,0.5,15,185
2000,3,1813,1000,5.0,187,1813
10000,3,9012,1293,6.46,988,9012
20000,3,18014,1293,6.46,1986,18014
40000,3,36020,1293,6.46,3980,36020
60000,3,53992,1293,6.46,6008,53992
80000,3,71982,1293,6.46,8018,71982
100000,3,89972,1293,6.46,10028,89972
2,4,2,1,0.01,0,2
3,4,3,1,0.01,0,3
100,4,86,50,0.25,14,86
200,4,171,100,0.5,29,171
2000,4,1773,1000,5.0,227,1773
10000,4,8953,1000,5.0,1047,8953
20000,4,17991,1000,5.0,2009,17991
40000,4,35961,1000,5.0,4039,35961
60000,4,53955,1000,5.0,6045,53955
80000,4,71894,1000,5.0,8106,71894
100000,4,89890,1000,5.0,10110,89890
2,5,2,1,0.01,0,2
3,5,3,1,0.01,0,3
100,5,93,50,0.25,7,93
200,5,175,100,0.5,25,175
2000,5,1795,1000,5.0,205,1795
10000,5,8946,1004,5.02,1054,8946
20000,5,17933,1004,5.02,2067,17933
40000,5,35970,1004,5.02,4030,35970
60000,5,53953,1004,5.02,6047,53953
80000,5,71969,1004,5.02,8031,71969
100000,5,89960,1004,5.02,10040,89960
2,6,1,1,0.01,1,1
3,6,2,1,0.01,1,2
100,6,84,50,0.25,16,84
200,6,175,100,0.5,25,175
2000,6,1788,1000,5.0,212,1788
10000,6,8923,8978,44.89,1077,8923
20000,6,17853,18978,94.89,2147,17853
40000,6,35768,38978,194.89,4232,35768
60000,6,53670,58978,294.89,6330,53670
80000,6,71586,78978,394.89,8414,71586
100000,6,89501,98978,494.89,10499,89501
2,7,1,1,0.01,1,1
3,7,2,1,0.01,1,2
100,7,88,50,0.25,12,88
200,7,177,100,0.5,23,177
2000,7,1800,1000,5.0,200,1800
10000,7,9014,1000,5.0,986,9014
20000,7,18019,1000,5.0,1981,18019
40000,7,35991,1000,5.0,4009,35991
60000,7,54025,1000,5.0,5975,54025
80000,7,72044,1000,5.0,7956,72044
100000,7,90054,1000,5.0,9946,90054
2,8,2,1,0.01,0,2
3,8,3,1,0.01,0,3
100,8,88,50,0.25,12,88
200,8,179,100,0.5,21,179
2000,8,1808,1000,5.0,192,1808
10000,8,8965,3143,15.72,1035,8965
20000,8,18000,3143,15.72,2000,18000
40000,8,35943,3143,15.72,4057,35943
60000,8,53946,3143,15.72,6054,53946
80000,8,71957,3143,15.72,8043,71957
100000,8,89925,3143,15.72,10075,89925
2,9,2,1,0.01,0,2
3,9,3,1,0.01,0,3
100,9,88,50,0.25,12,88
200,9,176,100,0.5,24,176
2000,9,1790,1000,5.0,210,1790
10000,9,8957,8933,44.67,1043,8957
20000,9,17896,18933,94.66,2104,17896
40000,9,35808,38933,194.66,4192,35808
60000,9,53626,58933,294.66,6374,53626
80000,9,71559,78933,394.66,8441,71559
100000,9,89482,98933,494.66,10518,89482
2,10,2,1,0.01,0,2
3,10,3,1,0.01,0,3
100,10,88,50,0.25,12,88
200,10,182,100,0.5,18,182
2000,10,1791,1000,5.0,209,1791
10000,10,8949,1012,5.06,1051,8949
20000,10,17977,1012,5.06,2023,17977
40000,10,36009,1012,5.06,3991,36009
60000,10,54017,1012,5.06,5983,54017
80000,10,72030,1012,5.06,7970,72030
100000,10,90067,1012,5.06,9933,90067
2,11,2,1,0.01,0,2
3,11,3,1,0.01,0,3
100,11,89,50,0.25,11,89
200,11,172,100,0.5,28,172
2000,11,1790,1000,5.0,210,1790
10000,11,8908,6079,30.39,1092,8908
20000,11,17904,6079,30.39,2096,17904
40000,11,35899,6079,30.39,4101,35899
60000,11,53948,6079,30.39,6052,53948
80000,11,71959,6079,30.39,8041,71959
100000,11,89941,6079,30.39,10059,89941
2,12,2,1,0.01,0,2
3,12,2,1,0.01,1,2
100,12,91,50,0.25,9,91
200,12,179,100,0.5,21,179
2000,12,1791,1000,5.0,209,1791
10000,12,8937,8923,44.62,1063,8937
20000,12,17851,18923,94.61,2149,17851
40000,12,35801,38923,194.61,4199,35801
60000,12,53714,58923,294.61,6286,53714
80000,12,71614,78923,394.61,8386,71614
100000,12,89523,98923,494.61,10477,89523
2,13,1,1,0.01,1,1
3,13,1,1,0.01,2,1
100,13,91,50,0.25,9,91
200,13,179,100,0.5,21,179
2000,13,1779,1000,5.0,221,1779
10000,13,8900,9000,45.0,1100,8900
20000,13,17825,19000,95.0,2175,17825
40000,13,35790,39000,195.0,4210,35790
60000,13,53692,59000,295.0,6308,53692
80000,13,71587,79000,395.0,8413,71587
100000,13,89515,99000,495.0,10485,89515
2,14,2,1,0.01,0,2
