Timestep,Average Total Reward,Average Suboptimal Arms,Average Regret,Average Zeros Count,Average Ones Count
2,1.83,1.0,0.010000000000000007,0.17,1.83
3,2.69,1.05,0.010000000000000007,0.31,2.69
100,89.55,49.84,0.2517000000000001,10.45,89.55
200,178.92,99.65,0.5007,21.08,178.92
2000,1795.63,964.39,4.819999999999999,204.37,1795.63
10000,8984.75,4291.87,21.459899999999994,1015.25,8984.75
20000,17962.73,7800.31,39.002199999999995,2037.27,17962.73
40000,35937.66,13345.34,66.72820000000003,4062.34,35937.66
60000,53921.48,17645.5,88.2268,6078.52,53921.48
80000,71910.74,21059.52,105.29639999999999,8089.26,71910.74
100000,89896.07,24278.26,121.38929999999996,10103.93,89896.07
