Timestep,Average Total Reward,Average Suboptimal Arms,Average Regret,Average Zeros Count,Average Ones Count
2,1.73,1.0,0.010000000000000007,0.27,1.73
3,2.63,1.11,0.010000000000000007,0.37,2.63
100,90.02,47.52,0.23979999999999996,9.98,90.02
200,179.9,95.02,0.4773000000000001,20.1,179.9
2000,1796.48,950.02,4.752299999999999,203.52,1796.48
10000,8978.21,4750.02,23.7523,1021.79,8978.21
20000,17959.79,9500.02,47.50030000000001,2040.21,17959.79
40000,35917.01,19000.02,95.00030000000002,4082.99,35917.01
60000,53875.12,28500.02,142.50030000000004,6124.88,53875.12
80000,71827.37,38000.02,190.00030000000004,8172.63,71827.37
100000,89777.64,47500.02,237.5003000000001,10222.36,89777.64
