Timestep,Average Total Reward,Average Suboptimal Arms,Average Regret,Average Zeros Count,Average Ones Count
2,1.85,1.0,0.010000000000000007,0.15,1.85
3,2.71,1.91,0.010000000000000007,0.29,2.71
100,89.85,46.58,0.23539999999999986,10.15,89.85
200,180.02,92.66,0.4657000000000003,19.98,180.02
2000,1798.38,876.51,4.380299999999998,201.62,1798.38
10000,8988.52,3698.59,18.493700000000004,1011.48,8988.52
20000,17973.59,6784.93,33.925399999999996,2026.41,17973.59
40000,35941.42,11815.55,59.0784,4058.58,35941.42
60000,53922.69,15128.86,75.64439999999998,6077.31,53922.69
80000,71919.54,17199.06,85.99459999999998,8080.46,71919.54
100000,89902.07,19312.15,96.56020000000001,10097.93,89902.07
