Timestep,Iteration,Total Reward,Suboptimal Arms Count,Total Regret,Zeros Count,Ones Count
2,1,2,1,0.1,0,2
3,1,3,2,0.2,0,3
100,1,77,50,5.0,23,77
200,1,166,100,10.0,34,166
2000,1,1693,1000,100.0,307,1693
10000,1,8894,1000,100.0,1106,8894
20000,1,17910,1000,100.0,2090,17910
40000,1,35936,1000,100.0,4064,35936
60000,1,53949,1000,100.0,6051,53949
80000,1,71923,1000,100.0,8077,71923
100000,1,89875,1000,100.0,10125,89875
2,2,1,1,0.1,1,1
3,2,2,2,0.2,1,2
100,2,80,50,5.0,20,80
200,2,168,100,10.0,32,168
2000,2,1724,1000,100.0,276,1724
10000,2,8962,1000,100.0,1038,8962
20000,2,17977,1000,100.0,2023,17977
40000,2,35884,1000,100.0,4116,35884
60000,2,53800,1000,100.0,6200,53800
80000,2,71719,1000,100.0,8281,71719
100000,2,89719,1000,100.0,10281,89719
2,3,2,1,0.1,0,2
3,3,3,2,0.2,0,3
100,3,90,50,5.0,10,90
200,3,170,100,10.0,30,170
2000,3,1701,1000,100.0,299,1701
10000,3,8917,1000,100.0,1083,8917
20000,3,17887,1000,100.0,2113,17887
40000,3,35909,1000,100.0,4091,35909
60000,3,53933,1000,100.0,6067,53933
80000,3,71914,1000,100.0,8086,71914
100000,3,89921,1000,100.0,10079,89921
2,4,2,1,0.1,0,2
3,4,3,2,0.2,0,3
100,4,81,50,5.0,19,81
200,4,170,100,10.0,30,170
2000,4,1701,1000,100.0,299,1701
10000,4,8879,1000,100.0,1121,8879
20000,4,17835,1000,100.0,2165,17835
40000,4,35784,1000,100.0,4216,35784
60000,4,53746,1000,100.0,6254,53746
80000,4,71770,1000,100.0,8230,71770
100000,4,89761,1000,100.0,10239,89761
2,5,1,1,0.1,1,1
3,5,2,2,0.2,1,2
100,5,84,50,5.0,16,84
200,5,169,100,10.0,31,169
2000,5,1687,1000,100.0,313,1687
10000,5,8889,1000,100.0,1111,8889
