Time Horizon,Iteration,Total Reward,Suboptimal Arms Count,Total Regret,Zeros Count,Ones Count
100,14,88,48,4.8,12,88
200,14,172,95,9.5,28,172
2000,14,1765,329,32.9,235,1765
2,15,2,1,0.1,0,2
3,15,3,1,0.1,0,3
100,15,88,45,4.5,12,88
200,15,177,85,8.5,23,177
2000,15,1776,402,40.2,224,1776
2,16,2,1,0.1,0,2
3,16,3,1,0.1,0,3
100,16,88,47,4.7,12,88
200,16,172,79,7.9,28,172
2000,16,1763,314,31.4,237,1763
2,17,2,1,0.1,0,2
3,17,3,1,0.1,0,3
100,17,92,49,4.9,8,92
200,17,173,76,7.6,27,173
2000,17,1766,363,36.3,234,1766
2,18,2,1,0.1,0,2
3,18,3,1,0.1,0,3
100,18,90,49,4.9,10,90
200,18,178,92,9.2,22,178
2000,18,1747,394,39.4,253,1747
2,19,1,1,0.1,1,1
3,19,3,1,0.1,0,3
100,19,83,48,4.8,17,83
200,19,170,92,9.2,30,170
2000,19,1762,275,27.5,238,1762
2,20,1,1,0.1,1,1
3,20,2,1,0.1,1,2
100,20,82,50,5.0,18,82
200,20,171,70,7.0,29,171
2000,20,1760,296,29.6,240,1760
2,21,1,1,0.1,1,1
3,21,3,1,0.1,0,3
100,21,85,48,4.8,15,85
200,21,175,81,8.1,25,175
2000,21,1735,460,46.0,265,1735
2,22,2,1,0.1,0,2
3,22,2,2,0.2,1,2
100,22,80,33,3.3,20,80
200,22,173,82,8.2,27,173
2000,22,1758,317,31.7,242,1758
2,23,2,1,0.1,0,2
3,23,3,1,0.1,0,3
100,23,84,42,4.2,16,84
200,23,166,75,7.5,34,166
2000,23,1764,302,30.2,236,1764
2,24,2,1,0.1,0,2
3,24,3,1,0.1,0,3
100,24,80,44,4.4,20,80
200,24,174,85,8.5,26,174
2000,24,1747,404,40.4,253,1747
2,25,2,1,0.1,0,2
3,25,3,1,0.1,0,3
100,25,93,49,4.9,7,93
200,25,168,88,8.8,32,168
2000,25,1779,308,30.8,221,1779
2,26,2,1,0.1,0,2
3,26,3,1,0.1,0,3
100,26,88,50,5.0,12,88
200,26,175,88,8.8,25,175
2000,26,1747,329,32.9,253,1747
2,27,2,1,0.1,0,2
3,27,3,1,0.1,0,3
100,27,89,46,4.6,11,89
200,27,172,84,8.4,28,172
2000,27,1774,310,31.0,226,1774
2,28,2,1,0.1,0,2
3,28,2,1,0.1,1,2
100,28,85,46,4.6,15,85
200,28,175,88,8.8,25,175
2000,28,1770,383,38.3,230,1770
2,29,2,1,0.1,0,2
3,29,3,1,0.1,0,3
100,29,91,50,5.0,9,91
200,29,175,78,7.8,25,175
2000,29,1750,409,40.9,250,1750
2,30,2,1,0.1,0,2
3,30,3,1,0.1,0,3
100,30,85,51,5.1,15,85
200,30,178,90,9.0,22,178
2000,30,1729,306,30.6,271,1729
2,31,2,1,0.1,0,2
3,31,3,1,0.1,0,3
100,31,91,49,4.9,9,91
200,31,173,87,8.7,27,173
2000,31,1761,375,37.5,239,1761
2,32,2,1,0.1,0,2
3,32,3,1,0.1,0,3
100,32,78,47,4.7,22,78
200,32,167,87,8.7,33,167
2000,32,1771,363,36.3,229,1771
2,33,2,1,0.1,0,2
3,33,3,1,0.1,0,3
100,33,86,48,4.8,14,86
200,33,175,79,7.9,25,175
2000,33,1737,336,33.6,263,1737
2,34,1,1,0.1,1,1
3,34,3,1,0.1,0,3
100,34,87,47,4.7,13,87
200,34,177,94,9.4,23,177
2000,34,1766,360,36.0,234,1766
2,35,1,1,0.1,1,1
3,35,3,1,0.1,0,3
100,35,87,47,4.7,13,87
200,35,178,90,9.0,22,178
2000,35,1763,381,38.1,237,1763
2,36,1,1,0.1,1,1
3,36,2,1,0.1,1,2
100,36,80,41,4.1,20,80
200,36,171,80,8.0,29,171
2000,36,1759,410,41.0,241,1759
2,37,2,1,0.1,0,2
3,37,3,1,0.1,0,3
100,37,87,46,4.6,13,87
200,37,173,82,8.2,27,173
2000,37,1761,296,29.6,239,1761
2,38,2,1,0.1,0,2
3,38,3,1,0.1,0,3
100,38,84,46,4.6,16,84
200,38,186,92,9.2,14,186
2000,38,1781,447,44.7,219,1781
2,39,2,1,0.1,0,2
3,39,1,1,0.1,2,1
100,39,80,44,4.4,20,80
200,39,171,73,7.3,29,171
2000,39,1764,315,31.5,236,1764
2,40,2,1,0.1,0,2
3,40,1,1,0.1,2,1
100,40,90,49,4.9,10,90
200,40,178,88,8.8,22,178
2000,40,1750,476,47.6,250,1750
2,41,2,1,0.1,0,2
3,41,3,1,0.1,0,3
100,41,88,48,4.8,12,88
200,41,168,80,8.0,32,168
2000,41,1745,441,44.1,255,1745
2,42,1,1,0.1,1,1
3,42,2,1,0.1,1,2
100,42,89,45,4.5,11,89
200,42,173,90,9.0,27,173
2000,42,1752,385,38.5,248,1752
2,43,2,1,0.1,0,2
3,43,2,1,0.1,1,2
100,43,83,46,4.6,17,83
200,43,173,70,7.0,27,173
2000,43,1774,303,30.3,226,1774
2,44,2,1,0.1,0,2
3,44,3,1,0.1,0,3
100,44,85,49,4.9,15,85
200,44,181,84,8.4,19,181
2000,44,1770,345,34.5,230,1770
2,45,2,1,0.1,0,2
3,45,2,1,0.1,1,2
100,45,88,45,4.5,12,88
200,45,176,82,8.2,24,176
2000,45,1772,365,36.5,228,1772
2,46,2,1,0.1,0,2
3,46,3,1,0.1,0,3
100,46,87,45,4.5,13,87
200,46,174,84,8.4,26,174
2000,46,1770,280,28.0,230,1770
2,47,2,1,0.1,0,2
3,47,2,2,0.2,1,2
100,47,86,46,4.6,14,86
200,47,176,86,8.6,24,176
2000,47,1749,430,43.0,251,1749
2,48,1,1,0.1,1,1
3,48,1,1,0.1,2,1
100,48,87,49,4.9,13,87
200,48,182,90,9.0,18,182
2000,48,1776,342,34.2,224,1776
2,49,2,1,0.1,0,2
3,49,3,1,0.1,0,3
100,49,84,40,4.0,16,84
200,49,176,100,10.0,24,176
2000,49,1762,425,42.5,238,1762
2,50,2,1,0.1,0,2
3,50,3,1,0.1,0,3
100,50,86,48,4.8,14,86
200,50,173,76,7.6,27,173
2000,50,1770,341,34.1,230,1770
2,51,2,1,0.1,0,2
3,51,1,2,0.2,2,1
100,51,82,48,4.8,18,82
200,51,175,73,7.3,25,175
2000,51,1790,349,34.9,210,1790
2,52,1,1,0.1,1,1
3,52,2,1,0.1,1,2
100,52,89,51,5.1,11,89
200,52,174,95,9.5,26,174
2000,52,1793,411,41.1,207,1793
2,53,2,1,0.1,0,2
3,53,3,1,0.1,0,3
100,53,88,44,4.4,12,88
200,53,171,80,8.0,29,171
2000,53,1762,352,35.2,238,1762
2,54,1,1,0.1,1,1
3,54,3,1,0.1,0,3
100,54,85,47,4.7,15,85
200,54,173,92,9.2,27,173
2000,54,1744,358,35.8,256,1744
2,55,2,1,0.1,0,2
3,55,2,1,0.1,1,2
100,55,83,49,4.9,17,83
200,55,176,104,10.4,24,176
2000,55,1757,464,46.4,243,1757
2,56,2,1,0.1,0,2
3,56,3,1,0.1,0,3
100,56,82,44,4.4,18,82
200,56,170,90,9.0,30,170
2000,56,1768,274,27.4,232,1768
2,57,2,1,0.1,0,2
3,57,2,1,0.1,1,2
100,57,89,46,4.6,11,89
200,57,170,99,9.9,30,170
2000,57,1781,344,34.4,219,1781
2,58,2,1,0.1,0,2
3,58,3,1,0.1,0,3
100,58,87,47,4.7,13,87
200,58,172,82,8.2,28,172
2000,58,1780,350,35.0,220,1780
2,59,2,1,0.1,0,2
3,59,3,1,0.1,0,3
100,59,80,46,4.6,20,80
200,59,172,87,8.7,28,172
2000,59,1742,425,42.5,258,1742
2,60,2,1,0.1,0,2
3,60,3,1,0.1,0,3
100,60,83,49,4.9,17,83
200,60,173,108,10.8,27,173
2000,60,1765,342,34.2,235,1765
2,61,2,1,0.1,0,2
3,61,3,1,0.1,0,3
100,61,87,45,4.5,13,87
200,61,173,85,8.5,27,173
2000,61,1798,413,41.3,202,1798
2,62,2,1,0.1,0,2
3,62,2,2,0.2,1,2
100,62,84,43,4.3,16,84
200,62,167,82,8.2,33,167
2000,62,1753,384,38.4,247,1753
2,63,2,1,0.1,0,2
3,63,2,1,0.1,1,2
100,63,88,49,4.9,12,88
200,63,184,91,9.1,16,184
2000,63,1763,425,42.5,237,1763
2,64,1,1,0.1,1,1
3,64,3,1,0.1,0,3
100,64,78,45,4.5,22,78
200,64,166,81,8.1,34,166
2000,64,1754,334,33.4,246,1754
2,65,2,1,0.1,0,2
3,65,1,1,0.1,2,1
100,65,87,47,4.7,13,87
200,65,171,68,6.8,29,171
2000,65,1769,338,33.8,231,1769
2,66,2,1,0.1,0,2
3,66,2,1,0.1,1,2
100,66,85,47,4.7,15,85
200,66,164,91,9.1,36,164
2000,66,1775,453,45.3,225,1775
2,67,1,1,0.1,1,1
3,67,3,1,0.1,0,3
100,67,88,43,4.3,12,88
200,67,171,89,8.9,29,171
2000,67,1782,385,38.5,218,1782
2,68,2,1,0.1,0,2
3,68,3,1,0.1,0,3
100,68,86,44,4.4,14,86
200,68,169,91,9.1,31,169
2000,68,1755,483,48.3,245,1755
2,69,2,1,0.1,0,2
3,69,2,1,0.1,1,2
100,69,85,40,4.0,15,85
200,69,169,77,7.7,31,169
2000,69,1768,338,33.8,232,1768
2,70,2,1,0.1,0,2
3,70,3,1,0.1,0,3
100,70,87,49,4.9,13,87
200,70,177,80,8.0,23,177
2000,70,1752,460,46.0,248,1752
2,71,1,1,0.1,1,1
3,71,3,1,0.1,0,3
100,71,81,46,4.6,19,81
200,71,175,91,9.1,25,175
2000,71,1763,311,31.1,237,1763
2,72,2,1,0.1,0,2
3,72,3,1,0.1,0,3
100,72,82,49,4.9,18,82
200,72,181,91,9.1,19,181
2000,72,1784,384,38.4,216,1784
2,73,2,1,0.1,0,2
3,73,3,1,0.1,0,3
100,73,81,40,4.0,19,81
200,73,167,100,10.0,33,167
2000,73,1745,291,29.1,255,1745
2,74,1,1,0.1,1,1
3,74,3,1,0.1,0,3
100,74,89,48,4.8,11,89
200,74,171,76,7.6,29,171
2000,74,1762,309,30.9,238,1762
2,75,2,1,0.1,0,2
3,75,3,1,0.1,0,3
100,75,81,37,3.7,19,81
200,75,176,90,9.0,24,176
2000,75,1767,308,30.8,233,1767
2,76,1,1,0.1,1,1
3,76,2,1,0.1,1,2
100,76,88,48,4.8,12,88
200,76,174,82,8.2,26,174
2000,76,1752,281,28.1,248,1752
2,77,2,1,0.1,0,2
3,77,3,1,0.1,0,3
100,77,82,42,4.2,18,82
200,77,174,83,8.3,26,174
2000,77,1754,390,39.0,246,1754
2,78,2,1,0.1,0,2
3,78,3,1,0.1,0,3
100,78,88,48,4.8,12,88
200,78,169,84,8.4,31,169
2000,78,1768,326,32.6,232,1768
2,79,2,1,0.1,0,2
3,79,3,1,0.1,0,3
100,79,85,42,4.2,15,85
200,79,173,91,9.1,27,173
2000,79,1767,314,31.4,233,1767
2,80,2,1,0.1,0,2
3,80,3,1,0.1,0,3
100,80,92,49,4.9,8,92
200,80,172,85,8.5,28,172
2000,80,1771,418,41.8,229,1771
2,81,2,1,0.1,0,2
3,81,3,1,0.1,0,3
100,81,86,49,4.9,14,86
200,81,169,100,10.0,31,169
2000,81,1771,509,50.9,229,1771
2,82,1,1,0.1,1,1
3,82,3,1,0.1,0,3
100,82,82,47,4.7,18,82
200,82,170,78,7.8,30,170
2000,82,1734,351,35.1,266,1734
2,83,2,1,0.1,0,2
3,83,2,1,0.1,1,2
100,83,85,47,4.7,15,85
200,83,172,71,7.1,28,172
2000,83,1776,291,29.1,224,1776
2,84,1,1,0.1,1,1
3,84,3,1,0.1,0,3
100,84,84,48,4.8,16,84
200,84,177,80,8.0,23,177
2000,84,1782,447,44.7,218,1782
2,85,2,1,0.1,0,2
3,85,3,1,0.1,0,3
100,85,84,48,4.8,16,84
200,85,175,86,8.6,25,175
2000,85,1779,296,29.6,221,1779
2,86,2,1,0.1,0,2
3,86,2,1,0.1,1,2
100,86,86,50,5.0,14,86
200,86,178,78,7.8,22,178
2000,86,1757,347,34.7,243,1757
2,87,2,1,0.1,0,2
3,87,3,1,0.1,0,3
100,87,88,49,4.9,12,88
200,87,168,88,8.8,32,168
2000,87,1768,374,37.4,232,1768
2,88,2,1,0.1,0,2
3,88,3,1,0.1,0,3
100,88,80,44,4.4,20,80
200,88,180,84,8.4,20,180
2000,88,1775,452,45.2,225,1775
2,89,1,1,0.1,1,1
3,89,1,2,0.2,2,1
100,89,90,47,4.7,10,90
200,89,178,93,9.3,22,178
2000,89,1762,464,46.4,238,1762
2,90,1,1,0.1,1,1
3,90,3,1,0.1,0,3
100,90,84,43,4.3,16,84
200,90,169,78,7.8,31,169
2000,90,1766,323,32.3,234,1766
2,91,2,1,0.1,0,2
3,91,3,1,0.1,0,3
100,91,86,46,4.6,14,86
200,91,180,89,8.9,20,180
2000,91,1777,335,33.5,223,1777
2,92,2,1,0.1,0,2
3,92,1,2,0.2,2,1
100,92,91,46,4.6,9,91
200,92,184,91,9.1,16,184
2000,92,1782,259,25.9,218,1782
2,93,2,1,0.1,0,2
3,93,2,2,0.2,1,2
100,93,83,46,4.6,17,83
200,93,175,91,9.1,25,175
2000,93,1768,414,41.4,232,1768
2,94,2,1,0.1,0,2
3,94,3,1,0.1,0,3
100,94,88,48,4.8,12,88
200,94,165,80,8.0,35,165
2000,94,1760,465,46.5,240,1760
2,95,2,1,0.1,0,2
3,95,3,1,0.1,0,3
100,95,80,46,4.6,20,80
200,95,178,94,9.4,22,178
2000,95,1785,333,33.3,215,1785
2,96,2,1,0.1,0,2
3,96,3,1,0.1,0,3
100,96,82,47,4.7,18,82
200,96,167,89,8.9,33,167
2000,96,1757,447,44.7,243,1757
2,97,2,1,0.1,0,2
3,97,2,1,0.1,1,2
100,97,90,46,4.6,10,90
200,97,165,80,8.0,35,165
2000,97,1754,353,35.3,246,1754
2,98,2,1,0.1,0,2
3,98,2,2,0.2,1,2
100,98,87,43,4.3,13,87
200,98,177,80,8.0,23,177
2000,98,1746,447,44.7,254,1746
2,99,1,1,0.1,1,1
3,99,3,1,0.1,0,3
100,99,91,47,4.7,9,91
200,99,162,80,8.0,38,162
2000,99,1754,367,36.7,246,1754
2,100,2,1,0.1,0,2
3,100,3,1,0.1,0,3
100,100,85,45,4.5,15,85
200,100,176,94,9.4,24,176
2000,100,1779,362,36.2,221,1779
