Timestep,Average Total Reward,Average Suboptimal Arms,Average Regret,Average Zeros Count,Average Ones Count
2,1.77,0.13,0.013000000000000001,0.23,1.77
3,2.66,0.19,0.019000000000000003,0.34,2.66
100,88.58,14.37,1.4370000000000003,11.42,88.58
200,177.97,24.08,2.408000000000001,22.03,177.97
2000,1791.69,91.66,9.166000000000002,208.31,1791.69
10000,8974.45,294.09,29.409000000000006,1025.55,8974.45
20000,17951.64,543.62,54.362000000000016,2048.36,17951.64
40000,35906.79,1043.96,104.39599999999997,4093.21,35906.79
60000,53850.79,1541.22,154.122,6149.21,53850.79
80000,71803.34,2041.28,204.128,8196.66,71803.34
100000,89756.92,2539.18,253.91800000000006,10243.08,89756.92
