Timestep,Iteration,Total Reward,Suboptimal Arms Count,Total Regret,Zeros Count,Ones Count
2,1,1,1,0.01,1,1
3,1,2,1,0.01,1,2
100,1,52,50,0.25,48,52
200,1,109,100,0.5,91,109
2000,1,999,1000,5.0,1001,999
10000,1,4982,9000,45.0,5018,4982
20000,1,9965,19000,95.0,10035,9965
40000,1,19834,39000,195.0,20166,19834
60000,1,29664,59000,295.0,30336,29664
80000,1,39510,79000,395.0,40490,39510
100000,1,49366,99000,495.0,50634,49366
2,2,1,1,0.01,1,1
3,2,1,1,0.01,2,1
100,2,42,50,0.25,58,42
200,2,88,100,0.5,112,88
2000,2,980,1000,5.0,1020,980
10000,2,5053,1000,5.0,4947,5053
20000,2,10039,1000,5.0,9961,10039
40000,2,20053,1000,5.0,19947,20053
60000,2,30072,1000,5.0,29928,30072
80000,2,40083,1000,5.0,39917,40083
100000,2,50204,1000,5.0,49796,50204
2,3,1,1,0.01,1,1
3,3,2,1,0.01,1,2
100,3,54,50,0.25,46,54
200,3,100,100,0.5,100,100
2000,3,1020,1000,5.0,980,1020
10000,3,5035,1254,6.27,4965,5035
20000,3,10030,1254,6.27,9970,10030
40000,3,20065,1254,6.27,19935,20065
60000,3,30110,1254,6.27,29890,30110
80000,3,40089,1254,6.27,39911,40089
100000,3,50030,1254,6.27,49970,50030
2,4,1,1,0.01,1,1
3,4,1,1,0.01,2,1
100,4,50,50,0.25,50,50
200,4,97,100,0.5,103,97
2000,4,1009,1000,5.0,991,1009
10000,4,4964,1333,6.66,5036,4964
20000,4,10029,1333,6.66,9971,10029
40000,4,19987,1333,6.66,20013,19987
60000,4,29986,1333,6.66,30014,29986
80000,4,39959,1333,6.66,40041,39959
100000,4,49971,1333,6.66,50029,49971
2,5,0,1,0.01,2,0
3,5,1,1,0.01,2,1
100,5,54,50,0.25,46,54
200,5,106,100,0.5,94,106
2000,5,1017,1000,5.0,983,1017
10000,5,5040,8904,44.52,4960,5040
20000,5,9988,18895,94.47,10012,9988
