Timestep,Average Total Reward,Average Suboptimal Arms,Average Regret,Average Zeros Count,Average Ones Count
2,0.98,1.0,0.010000000000000007,1.02,0.98
3,1.53,1.73,0.010000000000000007,1.47,1.53
100,50.48,51.97,0.2632,49.52,50.48
200,100.19,103.97,0.5232,99.81,100.19
2000,994.3,1039.97,5.203199999999998,1005.7,994.3
10000,4972.74,5199.97,26.003200000000003,5027.26,4972.74
20000,9949.21,10399.97,51.99989999999998,10050.79,9949.21
40000,19901.67,20799.97,103.99990000000001,20098.33,19901.67
60000,29860.93,31199.97,155.99989999999997,30139.07,29860.93
80000,39808.29,41599.97,207.99990000000005,40191.71,39808.29
100000,49745.2,51999.97,259.99990000000014,50254.8,49745.2
