Time Horizon,Iteration,Total Reward,Suboptimal Arms Count,Total Regret,Zeros Count,Ones Count
2,1,2,0,0,0,2
3,1,3,0,0,0,3
100,1,84,0,0,16,84
200,1,179,0,0,21,179
2000,1,1799,0,0,201,1799
2,2,2,0,0,0,2
3,2,3,0,0,0,3
100,2,92,0,0,8,92
200,2,168,0,0,32,168
2000,2,1778,0,0,222,1778
2,3,1,0,0,1,1
3,3,3,0,0,0,3
100,3,91,0,0,9,91
200,3,175,0,0,25,175
2000,3,1777,0,0,223,1777
2,4,2,0,0,0,2
3,4,3,0,0,0,3
100,4,91,0,0,9,91
200,4,180,0,0,20,180
2000,4,1792,0,0,208,1792
2,5,1,0,0,1,1
3,5,1,0,0,2,1
100,5,90,0,0,10,90
200,5,179,0,0,21,179
2000,5,1814,0,0,186,1814
2,6,2,0,0,0,2
3,6,2,0,0,1,2
100,6,90,0,0,10,90
200,6,174,0,0,26,174
2000,6,1803,0,0,197,1803
2,7,2,0,0,0,2
3,7,2,0,0,1,2
100,7,91,0,0,9,91
200,7,174,0,0,26,174
2000,7,1808,0,0,192,1808
2,8,2,0,0,0,2
3,8,3,0,0,0,3
100,8,87,0,0,13,87
200,8,171,0,0,29,171
2000,8,1786,0,0,214,1786
2,9,2,0,0,0,2
3,9,3,0,0,0,3
100,9,87,0,0,13,87
200,9,182,0,0,18,182
2000,9,1822,0,0,178,1822
2,10,1,0,0,1,1
3,10,3,0,0,0,3
100,10,90,0,0,10,90
200,10,185,0,0,15,185
2000,10,1786,0,0,214,1786
2,11,2,0,0,0,2
3,11,3,0,0,0,3
100,11,92,0,0,8,92
200,11,177,0,0,23,177
2000,11,1799,0,0,201,1799
2,12,2,0,0,0,2
3,12,1,0,0,2,1
100,12,87,0,0,13,87
200,12,179,0,0,21,179
2000,12,1810,0,0,190,1810
2,13,1,0,0,1,1
3,13,3,0,0,0,3
100,13,88,0,0,12,88
200,13,178,0,0,22,178
2000,13,1790,0,0,210,1790
2,14,2,0,0,0,2
3,14,3,0,0,0,3
100,14,88,0,0,12,88
200,14,179,0,0,21,179
2000,14,1774,0,0,226,1774
2,15,2,0,0,0,2
3,15,3,0,0,0,3
100,15,90,0,0,10,90
200,15,175,0,0,25,175
2000,15,1820,0,0,180,1820
2,16,2,0,0,0,2
3,16,2,0,0,1,2
100,16,90,0,0,10,90
200,16,181,0,0,19,181
2000,16,1797,0,0,203,1797
2,17,2,0,0,0,2
3,17,3,0,0,0,3
100,17,89,0,0,11,89
200,17,179,0,0,21,179
2000,17,1791,0,0,209,1791
2,18,1,0,0,1,1
3,18,3,0,0,0,3
100,18,92,0,0,8,92
200,18,182,0,0,18,182
2000,18,1835,0,0,165,1835
2,19,2,0,0,0,2
3,19,3,0,0,0,3
100,19,87,0,0,13,87
200,19,189,0,0,11,189
2000,19,1771,0,0,229,1771
2,20,2,0,0,0,2
3,20,3,0,0,0,3
100,20,85,0,0,15,85
200,20,172,0,0,28,172
2000,20,1811,0,0,189,1811
2,21,2,0,0,0,2
3,21,3,0,0,0,3
100,21,94,0,0,6,94
