Timestep,Average Total Reward,Average Suboptimal Arms,Average Regret,Average Zeros Count,Average Ones Count
2,1.76,1.0,0.010000000000000007,0.24,1.76
3,2.57,1.1,0.010000000000000007,0.43,2.57
100,89.9,49.94,0.25120000000000003,10.1,89.9
200,179.44,99.77,0.5012,20.56,179.44
2000,1794.99,988.78,4.941400000000001,205.01,1794.99
10000,8976.85,4568.62,22.842200000000005,1023.15,8976.85
20000,17963.36,8328.04,41.64199999999999,2036.64,17963.36
40000,35931.2,14539.16,72.6964,4068.8,35931.2
60000,53904.43,19932.51,99.66110000000002,6095.57,53904.43
80000,71867.75,24929.86,124.64690000000004,8132.25,71867.75
100000,89847.31,29300.52,146.50019999999998,10152.69,89847.31
