Timestep,Average Total Reward,Average Suboptimal Arms,Average Regret,Average Zeros Count,Average Ones Count,Pulls complete
2,1.7,1.0,0.09999999999999981,0.3,1.7
3,2.6,1.0,0.09999999999999981,0.4,2.6
100,89.57,1.0,0.09999999999999981,10.43,89.57
200,179.95,1.0,0.09999999999999981,20.05,179.95
2000,1797.82,1.0,0.09999999999999981,202.18,1797.82
10000,8999.66,1.0,0.09999999999999981,1000.34,8999.66
20000,18003.99,1.0,0.09999999999999981,1996.01,18003.99
40000,36002.95,1.0,0.09999999999999981,3997.05,36002.95
60000,54004.46,1.0,0.09999999999999981,5995.54,54004.46
80000,71999.02,1.0,0.09999999999999981,8000.98,71999.02
100000,90004.17,1.0,0.09999999999999981,9995.83,90004.17
