Timestep,Average Total Reward,Average Suboptimal Arms,Average Regret,Average Zeros Count,Average Ones Count
2,1.6967868490125033,1.0,0.09999999999999981,1.03,0.97
3,2.67458417348645,1.0,0.09999999999999981,1.35,1.65
100,84.94671944779066,51.64,5.164000000000001,49.94,50.06
200,170.26094984931754,97.78,9.777999999999999,100.18,99.82
2000,1744.8274660865534,557.35,55.73499999999999,998.18,1001.82
10000,8879.321464654684,1240.21,124.021,4995.06,5004.94
20000,17847.178452017455,1565.34,156.534,9997.8,10002.2
40000,35807.02839180096,1869.52,186.95199999999997,20000.11,19999.89
60000,53797.487642654756,2035.55,203.55500000000004,30007.65,29992.35
80000,71790.02114843215,2155.1,215.5100000000001,40010.89,39989.11
100000,89779.50067691496,2262.14,226.21399999999994,50004.42,49995.58
