Timestep,Average Total Reward,Average Suboptimal Arms,Average Regret,Average Zeros Count,Average Ones Count
2,1.78,1.0,0.010000000000000007,0.22,1.78
3,2.69,2.0,0.010000000000000007,0.31,2.69
100,90.28,50.0,0.25,9.72,90.28
200,179.95,100.0,0.5,20.05,179.95
2000,1794.85,1000.0,5.0,205.15,1794.85
10000,8976.58,4462.32,22.3119,1023.42,8976.58
20000,17953.25,8495.86,42.4781,2046.75,17953.25
40000,35914.83,16635.32,83.1755,4085.17,35914.83
60000,53872.66,24620.87,123.10319999999997,6127.34,53872.66
80000,71830.57,32620.89,163.1034,8169.43,71830.57
100000,89782.28,40604.36,203.02079999999998,10217.72,89782.28
