Time Horizon,Iteration,Total Reward,Suboptimal Arms Count,Total Regret,Zeros Count,Ones Count
100,74,84,36,3.6,0,0
200,74,172,43,4.3,0,0
2000,74,1792,221,22.1,0,0
2,75,2,0,0.0,1,0
3,75,3,0,0.0,1,0
100,75,74,36,3.6,0,0
200,75,181,43,4.3,0,0
2000,75,1778,221,22.1,0,0
2,76,2,0,0.0,1,0
3,76,1,0,0.0,1,1
100,76,81,36,3.6,0,0
200,76,182,43,4.3,0,0
2000,76,1803,221,22.1,0,0
2,77,2,0,0.0,1,0
3,77,2,0,0.0,1,0
100,77,89,36,3.6,0,0
200,77,174,43,4.3,0,0
2000,77,1764,221,22.1,0,0
2,78,2,0,0.0,1,0
3,78,3,0,0.0,1,0
100,78,90,36,3.6,0,0
200,78,170,43,4.3,0,0
2000,78,1795,221,22.1,0,0
2,79,2,0,0.0,1,0
3,79,3,0,0.0,1,0
100,79,84,36,3.6,0,0
200,79,174,43,4.3,0,0
2000,79,1766,221,22.1,0,0
2,80,2,0,0.0,1,0
3,80,2,0,0.0,1,0
100,80,83,36,3.6,0,0
200,80,175,131,13.1,0,0
2000,80,1792,221,22.1,0,0
2,81,2,0,0.0,1,0
3,81,1,0,0.0,1,1
100,81,88,36,3.6,0,0
200,81,182,43,4.3,0,0
2000,81,1777,221,22.1,0,0
2,82,2,0,0.0,1,0
3,82,2,0,0.0,1,0
100,82,90,36,3.6,0,0
200,82,176,43,4.3,0,0
2000,82,1759,221,22.1,0,0
2,83,2,0,0.0,1,0
3,83,2,0,0.0,1,0
100,83,95,38,3.8,0,0
200,83,184,43,4.3,0,0
2000,83,1786,221,22.1,0,0
2,84,2,0,0.0,1,0
3,84,3,0,0.0,1,0
100,84,89,36,3.6,0,0
200,84,174,43,4.3,0,0
2000,84,1772,221,22.1,0,0
2,85,2,0,0.0,1,0
3,85,3,0,0.0,1,0
100,85,78,55,5.5,0,0
200,85,178,46,4.6,0,0
2000,85,1771,221,22.1,0,0
2,86,2,0,0.0,1,0
3,86,3,0,0.0,1,0
100,86,83,36,3.6,0,0
200,86,170,43,4.3,0,0
2000,86,1755,221,22.1,0,0
2,87,1,0,0.0,1,1
3,87,3,0,0.0,1,0
100,87,83,64,6.4,0,0
200,87,174,43,4.3,0,0
2000,87,1757,221,22.1,0,0
2,88,2,0,0.0,1,0
3,88,2,0,0.0,1,0
100,88,83,64,6.4,0,0
200,88,176,43,4.3,0,0
2000,88,1772,221,22.1,0,0
2,89,2,0,0.0,1,0
3,89,2,0,0.0,1,0
100,89,86,36,3.6,0,0
200,89,172,43,4.3,0,0
2000,89,1788,221,22.1,0,0
2,90,2,0,0.0,1,0
3,90,3,0,0.0,1,0
100,90,88,36,3.6,0,0
200,90,182,43,4.3,0,0
2000,90,1759,221,22.1,0,0
2,91,2,0,0.0,1,0
3,91,3,0,0.0,1,0
100,91,87,36,3.6,0,0
200,91,176,43,4.3,0,0
2000,91,1776,221,22.1,0,0
2,92,2,0,0.0,1,0
3,92,1,0,0.0,1,1
100,92,85,36,3.6,0,0
200,92,166,43,4.3,0,0
2000,92,1740,221,22.1,0,0
2,93,1,0,0.0,1,1
3,93,2,0,0.0,1,0
100,93,86,36,3.6,0,0
200,93,182,43,4.3,0,0
2000,93,1785,221,22.1,0,0
2,94,2,0,0.0,1,0
3,94,3,0,0.0,1,0
100,94,85,36,3.6,0,0
200,94,172,43,4.3,0,0
2000,94,1749,221,22.1,0,0
2,95,2,0,0.0,1,0
3,95,3,0,0.0,1,0
100,95,91,36,3.6,0,0
200,95,173,43,4.3,0,0
2000,95,1771,221,22.1,0,0
2,96,2,0,0.0,1,0
3,96,3,0,0.0,1,0
100,96,83,36,3.6,0,0
200,96,181,43,4.3,0,0
2000,96,1777,221,22.1,0,0
2,97,2,0,0.0,1,0
3,97,2,0,0.0,1,0
100,97,89,36,3.6,0,0
200,97,185,43,4.3,0,0
2000,97,1759,221,22.1,0,0
2,98,2,0,0.0,1,0
3,98,3,0,0.0,1,0
100,98,85,54,5.4,0,0
200,98,172,43,4.3,0,0
2000,98,1778,221,22.1,0,0
2,99,2,0,0.0,1,0
3,99,3,0,0.0,1,0
100,99,89,36,3.6,0,0
200,99,173,43,4.3,0,0
2000,99,1782,221,22.1,0,0
2,100,1,0,0.0,1,1
3,100,3,0,0.0,1,0
100,100,92,36,3.6,0,0
200,100,176,43,4.3,0,0
2000,100,1761,221,22.1,0,0
