Timestep,Average Total Reward,Average Suboptimal Arms,Average Regret,Average Zeros Count,Average Ones Count
2,1.82,1.0,0.010000000000000007,0.18,1.82
3,2.62,1.86,0.010000000000000007,0.38,2.62
100,90.29,50.11,0.25320000000000004,9.71,90.29
200,179.62,99.33,0.4983000000000002,20.38,179.62
2000,1793.34,928.8,4.6414,206.66,1793.34
10000,8977.82,4110.72,20.5533,1022.18,8977.82
20000,17962.53,7756.21,38.782199999999996,2037.47,17962.53
40000,35930.61,13362.77,66.81480000000002,4069.39,35930.61
60000,53914.13,17061.69,85.30830000000002,6085.87,53914.13
80000,71888.74,22444.68,112.22189999999993,8111.26,71888.74
100000,89875.55,25677.14,128.3834,10124.45,89875.55
