Timestep,Average Total Reward,Average Suboptimal Arms,Average Regret,Average Zeros Count,Average Ones Count
2,1.7,1.0,0.09999999999999981,0.3,1.7
3,2.55,1.0,0.09999999999999981,0.45,2.55
100,90.14,1.0,0.09999999999999981,9.86,90.14
200,179.12,1.0,0.09999999999999981,20.88,179.12
2000,1801.3,1.0,0.09999999999999981,198.7,1801.3
10000,8994.92,1.0,0.09999999999999981,1005.08,8994.92
20000,18008.99,1.0,0.09999999999999981,1991.01,18008.99
40000,36001.46,1.0,0.09999999999999981,3998.54,36001.46
60000,54014.04,1.0,0.09999999999999981,5985.96,54014.04
80000,72010.33,1.0,0.09999999999999981,7989.67,72010.33
100000,89998.6,1.0,0.09999999999999981,10001.4,89998.6
