Timestep,Iteration,Total Reward,Suboptimal Arms Count,Total Regret,Zeros Count,Ones Count
2,1.706,1.19,0.11899999999999974,0.294,1.706
3,2.522,2.088,0.2087999999999998,0.47800000000000004,2.522
100,85.334,45.704,4.570399999999999,14.666000000000002,85.334
200,171.564,83.646,8.3646,28.436,171.564
2000,1744.766,544.4739999999999,54.4474,255.234,1744.766
10000,8877.05,1241.968,124.19680000000002,1122.95,8877.05
20000,17802.412,1989.068,198.90679999999998,2197.588,17802.412
40000,35661.544,3410.708,341.0708000000001,4338.456,35661.544
60000,53520.174,4807.532,480.7532,6479.826,53520.174
80000,71382.374,6192.1759999999995,619.2176000000001,8617.626,71382.374
100000,89247.25399999999,7568.469999999999,756.8470000000002,10752.746000000003,89247.25399999999
