Timestep,Average Total Reward,Average Suboptimal Arms,Average Regret,Average Zeros Count,Average Ones Count
2,1.67,1.0,0.09999999999999981,[0.33 0.33],[1.67 1.67]
3,2.53,1.07,0.1069999999999998,[0.47 0.47],[2.53 2.53]
100,85.3,45.81,4.581000000000001,[14.7 14.7],[85.3 85.3]
200,171.64,83.93,8.393000000000002,[28.36 28.36],[171.64 171.64]
2000,1764.1,367.23,36.723000000000006,[235.9 235.9],[1764.1 1764.1]
10000,8942.4,601.27,60.126999999999995,[1057.6 1057.6],[8942.4 8942.4]
20000,17936.71,681.68,68.16799999999996,[2063.29 2063.29],[17936.71 17936.71]
40000,35925.84,772.06,77.20600000000002,[4074.16 4074.16],[35925.84 35925.84]
60000,53925.94,814.03,81.40300000000003,[6074.06 6074.06],[53925.94 53925.94]
80000,71925.54,838.8,83.88,[8074.46 8074.46],[71925.54 71925.54]
100000,89936.27,857.91,85.79100000000003,[10063.73 10063.73],[89936.27 89936.27]
