Timestep,Iteration,Total Reward,Suboptimal Arms Count,Total Regret,Zeros Count,Ones Count
2,1,0,1,0.01,2,0
3,1,1,2,0.01,2,1
100,1,47,50,0.25,53,47
200,1,96,100,0.5,104,96
2000,1,959,1000,5.0,1041,959
10000,1,4969,1000,5.0,5031,4969
20000,1,9996,1000,5.0,10004,9996
40000,1,19998,1000,5.0,20002,19998
60000,1,29956,1000,5.0,30044,29956
80000,1,40153,1000,5.0,39847,40153
100000,1,50262,1000,5.0,49738,50262
2,2,1,1,0.01,1,1
3,2,1,2,0.01,2,1
100,2,50,50,0.25,50,50
200,2,97,100,0.5,103,97
2000,2,958,1000,5.0,1042,958
10000,2,4896,9000,45.0,5104,4896
20000,2,9826,19000,95.0,10174,9826
40000,2,19867,39000,195.0,20133,19867
60000,2,29798,59000,295.0,30202,29798
80000,2,39606,79000,395.0,40394,39606
100000,2,49474,99000,495.0,50526,49474
2,3,1,1,0.01,1,1
3,3,1,2,0.01,2,1
100,3,58,50,0.25,42,58
200,3,105,100,0.5,95,105
2000,3,1029,1000,5.0,971,1029
10000,3,5086,1000,5.0,4914,5086
20000,3,10065,1000,5.0,9935,10065
40000,3,20067,1291,6.45,19933,20067
60000,3,30118,1330,6.65,29882,30118
80000,3,40110,1330,6.65,39890,40110
100000,3,50115,1330,6.65,49885,50115
2,4,2,1,0.01,0,2
3,4,2,2,0.01,1,2
100,4,60,50,0.25,40,60
200,4,104,100,0.5,96,104
2000,4,1008,1000,5.0,992,1008
10000,4,4955,1156,5.78,5045,4955
20000,4,10027,1156,5.78,9973,10027
40000,4,20039,1156,5.78,19961,20039
60000,4,30198,1156,5.78,29802,30198
80000,4,40171,1156,5.78,39829,40171
100000,4,50245,1156,5.78,49755,50245
2,5,0,1,0.01,2,0
3,5,1,2,0.01,2,1
100,5,50,50,0.25,50,50
200,5,97,100,0.5,103,97
2000,5,959,1000,5.0,1041,959
10000,5,5011,1000,5.0,4989,5011
20000,5,10078,1000,5.0,9922,10078
40000,5,20103,1000,5.0,19897,20103
60000,5,30171,1000,5.0,29829,30171
80000,5,40173,1000,5.0,39827,40173
100000,5,50252,1000,5.0,49748,50252
2,6,1,1,0.01,1,1
3,6,1,2,0.01,2,1
100,6,46,50,0.25,54,46
200,6,92,100,0.5,108,92
2000,6,985,1000,5.0,1015,985
10000,6,4976,1000,5.0,5024,4976
20000,6,9938,1000,5.0,10062,9938
40000,6,20000,1000,5.0,20000,20000
60000,6,29965,1000,5.0,30035,29965
80000,6,39941,1000,5.0,40059,39941
100000,6,49955,1000,5.0,50045,49955
2,7,1,1,0.01,1,1
3,7,2,2,0.01,1,2
100,7,56,50,0.25,44,56
200,7,107,100,0.5,93,107
2000,7,1018,1000,5.0,982,1018
10000,7,4921,1105,5.52,5079,4921
20000,7,10016,1105,5.52,9984,10016
