Timestep,Average Total Reward,Average Suboptimal Arms,Average Regret,Average Zeros Count,Average Ones Count,Pulls complete
2,1.64,1.0,0.09999999999999981,0.36,1.64
3,2.58,1.13,0.11299999999999981,0.42,2.58
100,86.84,39.42,3.9420000000000006,13.16,86.84
200,173.28,67.7,6.77,26.72,173.28
2000,1761.2,387.91,38.791,238.8,1761.2
10000,8907.51,906.18,90.61800000000001,1092.49,8907.51
20000,17889.54,1120.42,112.04199999999999,2110.46,17889.54
40000,35869.46,1392.98,139.29799999999997,4130.54,35869.46
60000,53859.35,1515.11,151.511,6140.65,53859.35
80000,71840.9,1677.67,167.76700000000008,8159.1,71840.9
100000,89810.47,1759.15,175.91499999999994,10189.53,89810.47
