Timestep,Value_at_Risk
2,0.1
3,0.2
100,5.0
200,9.7
2000,57.43
10000,92.33999999999999
20000,102.715
40000,106.93499999999999
60000,113.61999999999999
80000,113.91000000000001
100000,114.525
