Timestep,Value_at_Risk
2,0.0
3,0.0
100,3.5
200,3.9
2000,8.71
10000,28.810000000000002
20000,55.4
40000,107.27000000000001
60000,157.85000000000002
80000,207.42000000000002
100000,258.14
