Timestep,Iteration,Total Reward,Suboptimal Arms Count,Total Regret,Zeros Count,Ones Count
2,1,1,1,0.01,1,1
3,1,2,1,0.01,1,2
100,1,54,60,0.3,46,54
200,1,84,98,0.49,116,84
2000,1,986,861,4.3,1014,986
10000,1,5048,4302,21.51,4952,5048
20000,1,9975,7576,37.88,10025,9975
40000,1,19750,11907,59.54,20250,19750
60000,1,30019,19202,96.01,29981,30019
80000,1,39745,38136,190.68,40255,39745
100000,1,49824,28246,141.23,50176,49824
2,2,2,1,0.01,0,2
3,2,0,1,0.01,3,0
100,2,57,45,0.23,43,57
200,2,101,112,0.56,99,101
2000,2,1012,526,2.63,988,1012
10000,2,4949,3946,19.73,5051,4949
20000,2,9981,8132,40.66,10019,9981
40000,2,19963,10474,52.37,20037,19963
60000,2,29852,21902,109.51,30148,29852
80000,2,39786,27452,137.26,40214,39786
100000,2,49690,30145,150.72,50310,49690
2,3,1,1,0.01,1,1
3,3,0,1,0.01,3,0
100,3,49,52,0.26,51,49
200,3,91,104,0.52,109,91
2000,3,1001,1119,5.59,999,1001
10000,3,5007,3514,17.57,4993,5007
20000,3,10023,7085,35.42,9977,10023
40000,3,19735,7586,37.93,20265,19735
60000,3,29891,20784,103.92,30109,29891
80000,3,39857,23513,117.56,40143,39857
100000,3,49973,26084,130.42,50027,49973
2,4,0,1,0.01,2,0
3,4,1,2,0.01,2,1
100,4,46,56,0.28,54,46
200,4,93,87,0.44,107,93
2000,4,930,976,4.88,1070,930
10000,4,4876,3270,16.35,5124,4876
20000,4,9893,8371,41.86,10107,9893
40000,4,19867,17272,86.36,20133,19867
60000,4,29853,27854,139.27,30147,29853
80000,4,40030,15564,77.82,39970,40030
100000,4,49714,24439,122.19,50286,49714
2,5,1,1,0.01,1,1
3,5,1,1,0.01,2,1
100,5,58,41,0.21,42,58
200,5,100,119,0.6,100,100
2000,5,992,1073,5.36,1008,992
10000,5,4937,5297,26.48,5063,4937
20000,5,9919,13311,66.56,10081,9919
