Timestep,Average Total Reward,Average Suboptimal Arms,Average Regret,Average Zeros Count,Average Ones Count,Pulls complete
2,1.57,1.94,0.19399999999999962,0.43,1.57
3,2.39,2.91,0.2910000000000004,0.61,2.39
100,84.54,54.37,5.4369999999999985,15.46,84.54
200,169.26,98.67,9.867,30.74,169.26
2000,1779.62,201.69,20.168999999999993,220.38,1779.62
10000,8957.08,428.02,42.80200000000001,1042.92,8957.08
20000,17934.24,691.27,69.127,2065.76,17934.24
40000,35878.66,1206.39,120.639,4121.34,35878.66
60000,53831.97,1667.16,166.71599999999995,6168.03,53831.97
80000,71762.77,2242.94,224.29400000000012,8237.23,71762.77
100000,89729.59,2647.68,264.768,10270.41,89729.59
