Timestep,Average Total Reward,Average Suboptimal Arms,Average Regret,Average Zeros Count,Average Ones Count
2,1.7,1.0,0.010000000000000007,0.3,1.7
3,2.7,1.07,0.010000000000000007,0.3,2.7
100,89.59,48.15,0.24310000000000007,10.41,89.59
200,180.33,98.33,0.49399999999999994,19.67,180.33
2000,1793.25,909.93,4.547300000000001,206.75,1793.25
10000,8977.35,3862.28,19.312500000000004,1022.65,8977.35
20000,17964.87,6687.34,33.43669999999999,2035.13,17964.87
40000,35940.68,12050.47,60.25309999999999,4059.32,35940.68
60000,53923.39,14363.29,71.81640000000002,6076.61,53923.39
80000,71926.92,16534.9,82.67469999999999,8073.08,71926.92
100000,89904.4,19321.82,96.60830000000001,10095.6,89904.4
