Timestep,Iteration,Total Reward,Suboptimal Arms Count,Total Regret,Zeros Count,Ones Count
2,1,1,1,0.01,1,1
3,1,1,1,0.01,2,1
100,1,49,54,0.27,51,49
200,1,111,183,0.92,89,111
2000,1,990,1611,8.05,1010,990
10000,1,4936,4661,23.3,5064,4936
20000,1,9988,7664,38.32,10012,9988
40000,1,20069,872,4.36,19931,20069
60000,1,29943,29011,145.05,30057,29943
80000,1,40216,6853,34.26,39784,40216
100000,1,49892,27423,137.11,50108,49892
2,2,1,1,0.01,1,1
3,2,1,2,0.01,2,1
100,2,45,50,0.25,55,45
200,2,82,34,0.17,118,82
2000,2,1015,430,2.15,985,1015
10000,2,5057,9564,47.82,4943,5057
20000,2,9960,9531,47.66,10040,9960
40000,2,19970,7072,35.36,20030,19970
60000,2,29786,27920,139.6,30214,29786
80000,2,39929,28925,144.62,40071,39929
100000,2,50055,9717,48.59,49945,50055
2,3,1,1,0.01,1,1
3,3,3,1,0.01,0,3
100,3,49,28,0.14,51,49
200,3,101,131,0.66,99,101
2000,3,999,1816,9.08,1001,999
10000,3,5037,4071,20.36,4963,5037
20000,3,10054,4075,20.38,9946,10054
40000,3,19842,11106,55.53,20158,19842
60000,3,30149,6879,34.39,29851,30149
80000,3,40043,4992,24.96,39957,40043
100000,3,49878,18133,90.66,50122,49878
2,4,2,1,0.01,0,2
3,4,2,1,0.01,1,2
100,4,49,6,0.03,51,49
200,4,106,160,0.8,94,106
2000,4,981,1084,5.42,1019,981
10000,4,4972,1151,5.75,5028,4972
20000,4,9761,19990,99.95,10239,9761
40000,4,19880,12451,62.26,20120,19880
60000,4,29855,32681,163.4,30145,29855
80000,4,39793,50239,251.19,40207,39793
100000,4,50045,4159,20.8,49955,50045
2,5,0,1,0.01,2,0
3,5,1,1,0.01,2,1
100,5,52,35,0.18,48,52
200,5,105,51,0.26,95,105
2000,5,985,291,1.45,1015,985
10000,5,5107,4133,20.67,4893,5107
20000,5,10035,182,0.91,9965,10035
40000,5,20001,8257,41.29,19999,20001
60000,5,29760,9615,48.08,30240,29760
80000,5,39566,79846,399.23,40434,39566
100000,5,49835,25142,125.71,50165,49835
2,6,1,1,0.01,1,1
3,6,2,2,0.01,1,2
100,6,46,18,0.09,54,46
200,6,97,116,0.58,103,97
