Timestep,Average Total Reward,Average Suboptimal Arms,Average Regret,Average Zeros Count,Average Ones Count
2,0.99,1.0,0.010000000000000007,1.01,0.99
3,1.47,1.0,0.010000000000000007,1.53,1.47
100,49.52,1.0,0.010000000000000007,50.48,49.52
200,98.92,1.0,0.010000000000000007,101.08,98.92
2000,994.83,1.0,0.010000000000000007,1005.17,994.83
10000,4999.22,1.0,0.010000000000000007,5000.78,4999.22
20000,9992.38,1.0,0.010000000000000007,10007.62,9992.38
40000,19992.36,1.0,0.010000000000000007,20007.64,19992.36
60000,29973.81,1.0,0.010000000000000007,30026.19,29973.81
80000,40019.74,1.0,0.010000000000000007,39980.26,40019.74
100000,50000.38,1.0,0.010000000000000007,49999.62,50000.38
