Timestep,Iteration,Total Reward,Suboptimal Arms Count,Total Regret,Zeros Count,Ones Count
2,1,2,1,0.1,0,2
3,1,2,1,0.1,1,2
100,1,92,25,2.5,8,92
200,1,186,7,0.7,14,186
2000,1,1778,51,5.1,222,1778
10000,1,8994,130,13.0,1006,8994
20000,1,17991,251,25.1,2009,17991
40000,1,35947,47,4.7,4053,35947
60000,1,54058,214,21.4,5942,54058
80000,1,71953,191,19.1,8047,71953
100000,1,90089,186,18.6,9911,90089
2,2,2,1,0.1,0,2
3,2,3,1,0.1,0,3
100,2,74,98,9.8,26,74
200,2,165,39,3.9,35,165
2000,2,1773,100,10.0,227,1773
10000,2,9031,176,17.6,969,9031
20000,2,17974,68,6.8,2026,17974
40000,2,35969,124,12.4,4031,35969
60000,2,53864,137,13.7,6136,53864
80000,2,71895,290,29.0,8105,71895
100000,2,89843,374,37.4,10157,89843
2,3,2,1,0.1,0,2
3,3,2,1,0.1,1,2
100,3,87,5,0.5,13,87
200,3,181,27,2.7,19,181
2000,3,1775,55,5.5,225,1775
10000,3,9033,208,20.8,967,9033
20000,3,17949,466,46.6,2051,17949
40000,3,36161,163,16.3,3839,36161
60000,3,53893,371,37.1,6107,53893
80000,3,71884,366,36.6,8116,71884
100000,3,90050,184,18.4,9950,90050
2,4,2,1,0.1,0,2
3,4,3,1,0.1,0,3
100,4,90,56,5.6,10,90
200,4,175,4,0.4,25,175
2000,4,1785,134,13.4,215,1785
10000,4,8933,266,26.6,1067,8933
20000,4,17984,191,19.1,2016,17984
40000,4,35948,53,5.3,4052,35948
60000,4,54014,114,11.4,5986,54014
80000,4,71926,217,21.7,8074,71926
100000,4,89985,417,41.7,10015,89985
2,5,1,1,0.1,1,1
3,5,3,1,0.1,0,3
100,5,91,9,0.9,9,91
200,5,167,11,1.1,33,167
2000,5,1817,42,4.2,183,1817
10000,5,9008,25,2.5,992,9008
20000,5,18011,280,28.0,1989,18011
40000,5,36049,120,12.0,3951,36049
60000,5,53943,22,2.2,6057,53943
80000,5,72086,129,12.9,7914,72086
100000,5,90116,149,14.9,9884,90116
2,6,2,1,0.1,0,2
3,6,2,1,0.1,1,2
100,6,87,10,1.0,13,87
200,6,171,11,1.1,29,171
2000,6,1775,185,18.5,225,1775
10000,6,9019,285,28.5,981,9019
20000,6,17986,299,29.9,2014,17986
40000,6,36023,302,30.2,3977,36023
60000,6,53910,198,19.8,6090,53910
80000,6,72009,144,14.4,7991,72009
100000,6,89976,49,4.9,10024,89976
2,7,2,1,0.1,0,2
3,7,2,1,0.1,1,2
100,7,86,33,3.3,14,86
200,7,170,63,6.3,30,170
2000,7,1801,116,11.6,199,1801
10000,7,8932,165,16.5,1068,8932
20000,7,17935,91,9.1,2065,17935
40000,7,35932,185,18.5,4068,35932
60000,7,54081,284,28.4,5919,54081
80000,7,71876,298,29.8,8124,71876
100000,7,89752,206,20.6,10248,89752
2,8,2,1,0.1,0,2
3,8,3,1,0.1,0,3
100,8,91,10,1.0,9,91
200,8,175,53,5.3,25,175
2000,8,1780,95,9.5,220,1780
10000,8,9013,30,3.0,987,9013
20000,8,18067,65,6.5,1933,18067
40000,8,35907,250,25.0,4093,35907
60000,8,54104,185,18.5,5896,54104
80000,8,71995,155,15.5,8005,71995
100000,8,89956,80,8.0,10044,89956
2,9,1,1,0.1,1,1
3,9,3,1,0.1,0,3
100,9,89,7,0.7,11,89
200,9,177,28,2.8,23,177
2000,9,1774,107,10.7,226,1774
10000,9,8979,431,43.1,1021,8979
20000,9,17954,311,31.1,2046,17954
40000,9,35972,127,12.7,4028,35972
60000,9,53932,113,11.3,6068,53932
80000,9,72039,115,11.5,7961,72039
100000,9,89866,59,5.9,10134,89866
2,10,2,1,0.1,0,2
3,10,3,1,0.1,0,3
100,10,90,17,1.7,10,90
200,10,176,39,3.9,24,176
2000,10,1795,3,0.3,205,1795
10000,10,8945,103,10.3,1055,8945
20000,10,18028,84,8.4,1972,18028
40000,10,36054,135,13.5,3946,36054
60000,10,53880,200,20.0,6120,53880
80000,10,71986,272,27.2,8014,71986
100000,10,89979,490,49.0,10021,89979
2,11,2,1,0.1,0,2
3,11,2,1,0.1,1,2
100,11,85,3,0.3,15,85
200,11,177,15,1.5,23,177
2000,11,1792,17,1.7,208,1792
10000,11,8991,178,17.8,1009,8991
20000,11,17976,256,25.6,2024,17976
40000,11,36002,221,22.1,3998,36002
60000,11,54039,271,27.1,5961,54039
80000,11,72035,253,25.3,7965,72035
100000,11,90041,243,24.3,9959,90041
2,12,1,1,0.1,1,1
3,12,3,1,0.1,0,3
100,12,87,54,5.4,13,87
200,12,175,58,5.8,25,175
2000,12,1808,88,8.8,192,1808
10000,12,9000,136,13.6,1000,9000
20000,12,17855,342,34.2,2145,17855
40000,12,36000,308,30.8,4000,36000
60000,12,53857,546,54.6,6143,53857
80000,12,71964,103,10.3,8036,71964
100000,12,89925,241,24.1,10075,89925
2,13,2,1,0.1,0,2
3,13,3,1,0.1,0,3
100,13,76,72,7.2,24,76
200,13,172,42,4.2,28,172
2000,13,1777,254,25.4,223,1777
10000,13,8985,79,7.9,1015,8985
20000,13,17950,227,22.7,2050,17950
40000,13,36063,169,16.9,3937,36063
60000,13,53891,185,18.5,6109,53891
80000,13,71959,73,7.3,8041,71959
100000,13,89928,352,35.2,10072,89928
2,14,2,1,0.1,0,2
3,14,3,1,0.1,0,3
100,14,83,52,5.2,17,83
200,14,168,113,11.3,32,168
2000,14,1808,43,4.3,192,1808
10000,14,8974,90,9.0,1026,8974
20000,14,17972,76,7.6,2028,17972
40000,14,35954,278,27.8,4046,35954
60000,14,53906,201,20.1,6094,53906
80000,14,72107,217,21.7,7893,72107
100000,14,90153,266,26.6,9847,90153
2,15,1,1,0.1,1,1
3,15,2,1,0.1,1,2
100,15,91,21,2.1,9,91
200,15,175,49,4.9,25,175
2000,15,1769,146,14.6,231,1769
10000,15,8962,285,28.5,1038,8962
20000,15,17978,168,16.8,2022,17978
40000,15,35976,225,22.5,4024,35976
60000,15,53910,328,32.8,6090,53910
80000,15,71978,110,11.0,8022,71978
100000,15,90145,152,15.2,9855,90145
2,16,1,1,0.1,1,1
3,16,3,1,0.1,0,3
100,16,91,24,2.4,9,91
200,16,179,23,2.3,21,179
2000,16,1816,13,1.3,184,1816
10000,16,8999,168,16.8,1001,8999
20000,16,17955,108,10.8,2045,17955
40000,16,35936,35,3.5,4064,35936
60000,16,53981,175,17.5,6019,53981
80000,16,71911,147,14.7,8089,71911
100000,16,89878,156,15.6,10122,89878
2,17,2,1,0.1,0,2
3,17,3,1,0.1,0,3
100,17,90,3,0.3,10,90
200,17,178,6,0.6,22,178
2000,17,1793,110,11.0,207,1793
10000,17,8969,142,14.2,1031,8969
20000,17,18024,179,17.9,1976,18024
40000,17,35967,110,11.0,4033,35967
60000,17,54034,122,12.2,5966,54034
80000,17,71952,684,68.4,8048,71952
100000,17,89974,446,44.6,10026,89974
2,18,1,1,0.1,1,1
3,18,2,1,0.1,1,2
100,18,89,14,1.4,11,89
200,18,176,41,4.1,24,176
2000,18,1774,284,28.4,226,1774
10000,18,8950,42,4.2,1050,8950
20000,18,17954,87,8.7,2046,17954
40000,18,35973,523,52.3,4027,35973
60000,18,53973,120,12.0,6027,53973
80000,18,72154,255,25.5,7846,72154
100000,18,89932,307,30.7,10068,89932
2,19,1,1,0.1,1,1
3,19,3,1,0.1,0,3
100,19,88,22,2.2,12,88
200,19,183,10,1.0,17,183
2000,19,1807,61,6.1,193,1807
10000,19,8992,82,8.2,1008,8992
20000,19,17997,118,11.8,2003,17997
40000,19,36032,185,18.5,3968,36032
60000,19,53876,341,34.1,6124,53876
80000,19,71835,407,40.7,8165,71835
100000,19,90110,231,23.1,9890,90110
2,20,2,1,0.1,0,2
3,20,3,1,0.1,0,3
100,20,82,21,2.1,18,82
200,20,170,87,8.7,30,170
2000,20,1791,72,7.2,209,1791
10000,20,8971,90,9.0,1029,8971
20000,20,17993,257,25.7,2007,17993
40000,20,35838,237,23.7,4162,35838
60000,20,54015,137,13.7,5985,54015
80000,20,72115,45,4.5,7885,72115
100000,20,90031,107,10.7,9969,90031
2,21,2,1,0.1,0,2
3,21,3,1,0.1,0,3
100,21,92,20,2.0,8,92
200,21,183,2,0.2,17,183
2000,21,1793,71,7.1,207,1793
10000,21,9024,7,0.7,976,9024
20000,21,17996,83,8.3,2004,17996
40000,21,36037,283,28.3,3963,36037
60000,21,54007,209,20.9,5993,54007
80000,21,71990,399,39.9,8010,71990
100000,21,89833,261,26.1,10167,89833
2,22,2,1,0.1,0,2
3,22,3,1,0.1,0,3
100,22,91,10,1.0,9,91
200,22,175,58,5.8,25,175
2000,22,1804,81,8.1,196,1804
10000,22,9030,63,6.3,970,9030
20000,22,18020,122,12.2,1980,18020
40000,22,35932,528,52.8,4068,35932
60000,22,53930,295,29.5,6070,53930
80000,22,72013,33,3.3,7987,72013
100000,22,90030,441,44.1,9970,90030
2,23,1,1,0.1,1,1
3,23,1,2,0.2,2,1
100,23,89,67,6.7,11,89
200,23,180,2,0.2,20,180
2000,23,1790,92,9.2,210,1790
10000,23,8973,321,32.1,1027,8973
20000,23,18052,96,9.6,1948,18052
40000,23,36101,313,31.3,3899,36101
60000,23,53998,183,18.3,6002,53998
80000,23,71955,229,22.9,8045,71955
100000,23,89973,464,46.4,10027,89973
2,24,2,1,0.1,0,2
3,24,2,2,0.2,1,2
100,24,90,18,1.8,10,90
200,24,180,73,7.3,20,180
2000,24,1798,25,2.5,202,1798
10000,24,8973,340,34.0,1027,8973
20000,24,18013,99,9.9,1987,18013
40000,24,36104,183,18.3,3896,36104
60000,24,53991,369,36.9,6009,53991
80000,24,71958,259,25.9,8042,71958
100000,24,89864,213,21.3,10136,89864
2,25,1,1,0.1,1,1
3,25,3,1,0.1,0,3
100,25,89,34,3.4,11,89
200,25,177,42,4.2,23,177
2000,25,1806,60,6.0,194,1806
10000,25,8947,197,19.7,1053,8947
20000,25,17960,272,27.2,2040,17960
40000,25,35949,178,17.8,4051,35949
60000,25,53909,488,48.8,6091,53909
80000,25,71930,264,26.4,8070,71930
100000,25,89981,220,22.0,10019,89981
2,26,1,1,0.1,1,1
3,26,0,1,0.1,3,0
100,26,81,17,1.7,19,81
200,26,182,45,4.5,18,182
2000,26,1794,177,17.7,206,1794
10000,26,9000,143,14.3,1000,9000
20000,26,17909,266,26.6,2091,17909
40000,26,35958,206,20.6,4042,35958
60000,26,53828,298,29.8,6172,53828
80000,26,71991,259,25.9,8009,71991
100000,26,89954,342,34.2,10046,89954
2,27,2,1,0.1,0,2
3,27,2,1,0.1,1,2
100,27,92,8,0.8,8,92
200,27,172,21,2.1,28,172
2000,27,1800,34,3.4,200,1800
10000,27,8955,220,22.0,1045,8955
20000,27,17990,90,9.0,2010,17990
40000,27,35982,338,33.8,4018,35982
60000,27,53974,138,13.8,6026,53974
80000,27,71893,692,69.2,8107,71893
100000,27,89965,342,34.2,10035,89965
2,28,2,1,0.1,0,2
3,28,2,1,0.1,1,2
100,28,92,4,0.4,8,92
200,28,174,36,3.6,26,174
2000,28,1802,26,2.6,198,1802
10000,28,8968,191,19.1,1032,8968
20000,28,17952,71,7.1,2048,17952
40000,28,35853,234,23.4,4147,35853
